Second,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Azimuth,Angle,Direction,0,cone direction,cone probability,0,0,,
300.591,1,-1.29,13.14,3.79,-119.1875,-1.4375,5.625,-37,-64.375,35.375,40.14270433,139.9876742,121.5096673,11.10151035,-209.8884495,204.380557,-400,13.73636779,0,0,0.300591,300.591,,
300.685,1,-1.54,3.57,7.9,-48.5,-1.75,1.6875,-63.1875,-48,56.1875,40.14270433,139.9876742,121.9911487,11.10151035,-232.7781006,204.380557,-400,8.804913401,0,0,0.300685,300.685,,
300.787,1,-3.25,6.37,11.43,-96.4375,-2.75,6.375,-96.1875,-54.5625,72.375,40.14270433,139.9876742,123.0825883,11.10151035,-240.4358619,204.380557,-400,13.48274082,0,0,0.300787,300.787,,
300.893,1,-1.29,-0.53,9.88,-137.6875,-7.0625,2.5,-65.375,-52.75,51,40.14270433,139.9876742,126.325475,11.10151035,-231.1005176,204.380557,-400,9.97794568,0,0,0.300893,300.893,,
300.999,1,-1.53,3.17,8.61,-134.25,-7.5625,1.6875,-46.875,-36.5,39.5625,40.14270433,139.9876742,124.5273151,11.10151035,-232.093297,204.380557,-400,9.301714896,0,0,0.300999,300.999,,
301.095,1,-1.27,-1.75,9.9,-131.8125,-6.5,0.4375,-56.1875,-37.5625,30,40.14270433,139.9876742,125.4263566,11.10151035,-236.2364575,204.380557,-400,10.13338048,0,0,0.301095,301.095,,
301.208,1,-0.83,-4.75,7.99,-126.3125,-7.6875,0.75,-55.5,-24,33.5,40.14270433,139.9876742,126.2612497,11.10151035,-246.6147789,204.380557,-400,9.332282679,0,0,0.301208,301.208,,
301.307,1,-0.59,-3.45,8.46,-131.75,-10.125,-0.875,-52.5,-15.5,35.1875,40.14270433,139.9876742,127.7064139,11.10151035,-253.5513919,204.380557,-400,9.155446466,0,0,0.301307,301.307,,
301.385,1,-0.63,-6.69,6.32,-116.625,-6.75,-1.25,-45.0625,-5.5,47.875,40.14270433,139.9876742,128.0918246,11.10151035,-263.0413131,204.380557,-400,9.224716798,0,0,0.301385,301.385,,
301.482,1,-0.71,-5.88,4.78,-105.5,-7.0625,0.75,-74.25,7.5,63.875,40.14270433,139.9876742,129.5051182,11.10151035,84.2321111,204.380557,-400,7.610972343,0,0,0.301482,301.482,,
301.56,1,-0.46,-7.76,4.71,-107.0625,-4.1875,1.9375,-80.875,14.875,71.75,40.14270433,139.9876742,130.5330876,11.10151035,79.57830302,204.380557,-400,9.089185882,0,0,0.30156,301.56,,
301.672,1,-0.66,-10.38,2.86,-133.75,-5.125,4.8125,-57.1875,34.875,73.0625,40.14270433,139.9876742,131.9788397,11.10151035,58.62365497,204.380557,-400,10.78701071,0,0,0.301672,301.672,,
301.759,1,-0.18,-11.15,0.39,-87.3125,-3.3125,-6.125,-51,34.875,80.0625,40.14270433,139.9876742,132.1394912,11.10151035,55.63476094,204.380557,-400,11.15827048,0,0,0.301759,301.759,,
301.836,1,-1.07,-13.47,-0.79,-140.875,-4.5625,-5.5625,-85,43.0625,100.6875,40.14270433,139.9876742,132.3644073,11.10151035,63.13242185,204.380557,-400,13.53550516,0,0,0.301836,301.836,,
301.93,1,-0.01,-10.2,-1.97,-81.75,-2.75,0.0625,-69.0625,9.6875,57.375,40.14270433,139.9876742,132.1716217,11.10151035,82.01513378,204.380557,-400,10.38850326,0,0,0.30193,301.93,,
302.02,1,-0.57,-9.37,-3.31,-63.4375,-2.25,-1,-92.375,-8.375,79.6875,40.14270433,139.9876742,132.2680141,11.10151035,-264.8195525,204.380557,-400,9.953788224,0,0,0.30202,302.02,,
302.106,1,0.31,-9.49,-3.07,31.125,-24.25,-26.375,-59.5,-7.5625,45.0625,40.14270433,139.9876742,132.4608014,11.10151035,-262.756497,204.380557,-400,9.979033019,0,0,0.302106,302.106,,
302.21,1,0.58,-10.55,-3.16,-113.0625,22.8125,24.5,-30.5625,-12.75,26.6875,40.14270433,139.9876742,132.0431,11.10151035,-247.3551804,204.380557,-400,11.02834983,0,0,0.30221,302.21,,
302.296,1,-0.31,-8.11,-5.99,-126.5625,8.875,20.4375,-39.5,34.875,82.375,40.14270433,139.9876742,131.6575443,11.10151035,48.55834888,204.380557,-400,10.08703623,0,0,0.302296,302.296,,
302.389,1,-0.74,-5.65,-8.09,-120.8125,6.8125,22.1875,-42,22.6875,96.75,40.14270433,139.9876742,131.3362586,11.10151035,61.62303281,204.380557,-400,9.89536255,0,0,0.302389,302.389,,
302.46,1,-0.84,-7.49,-8.61,-140.1875,-9.5,7.5625,-43.5,34.1875,99.875,40.14270433,139.9876742,130.725843,11.10151035,51.83550284,204.380557,-400,11.4428056,0,0,0.30246,302.46,,
302.564,1,-1.07,-2.96,-8.65,-147.875,-8.0625,1,-35.75,11.5625,105.5,40.14270433,139.9876742,130.1797117,11.10151035,72.0774143,204.380557,-400,9.204835686,0,0,0.302564,302.564,,
302.63,1,-0.7,-4.97,-8.69,-168,-6.75,-0.375,-43.0625,-22.375,65.25,40.14270433,139.9876742,129.2481416,11.10151035,-242.5438997,204.380557,-400,10.03528774,0,0,0.30263,302.63,,
302.73,1,-1.03,1.46,-9.24,-154.0625,-5.8125,3.25,-47.5625,-41.25,72.6875,40.14270433,139.9876742,129.5693633,11.10151035,-229.0655582,204.380557,-400,9.411168897,0,0,0.30273,302.73,,
302.818,1,-1.32,-2.94,-8.8,-172.75,-7.8125,3.4375,-39.0625,-36.875,71.375,40.14270433,139.9876742,129.4408735,11.10151035,-226.6500394,204.380557,-400,9.3715527,0,0,0.302818,302.818,,
302.914,1,-1.51,9.37,-8.88,-158.3125,-9.9375,4.5625,-39.0625,-52.375,67,40.14270433,139.9876742,128.7342072,11.10151035,-216.716437,204.380557,-400,12.99736127,0,0,0.302914,302.914,,
303.027,1,-1.27,3.58,-3.82,-181.875,-17.6875,-0.4375,-40.5625,-74.6875,61,40.14270433,139.9876742,127.9954706,11.10151035,-208.5062184,204.380557,-400,5.387179225,0,0,0.303027,303.027,,
303.128,1,-1.33,6.74,-1.92,-143.4375,-7.0625,3.5625,-45.375,-89.0625,53.5,40.14270433,139.9876742,125.7474615,11.10151035,-206.9976453,204.380557,-400,7.133225077,0,0,0.303128,303.128,,
303.226,1,-2.09,10.15,-1.88,-139.3125,-10.6875,-1.5625,-46.0625,-90.5625,48.25,40.14270433,139.9876742,124.3988869,11.10151035,-206.9591012,204.380557,-400,10.53209381,0,0,0.303226,303.226,,
303.333,1,-1.47,9.59,1.16,-157,-10.5625,4.3125,-51.5625,-99.75,40.6875,40.14270433,139.9876742,124.2062476,11.10151035,-207.3352244,204.380557,-400,9.771110479,0,0,0.303333,303.333,,
303.429,1,-1.09,8.81,4.14,-165.25,-10.125,1.125,-44.5625,-98.375,26.75,40.14270433,139.9876742,124.2704603,11.10151035,-204.3698619,204.380557,-400,9.795090607,0,0,0.303429,303.429,,
303.54,1,-0.93,2.28,7.2,-68.8125,-7.5625,-25.1875,-41.5625,-94.25,9.6875,40.14270433,139.9876742,123.2752071,11.10151035,-203.7965886,204.380557,-400,7.609421791,0,0,0.30354,303.54,,
303.658,1,-0.97,6.89,7.82,-93.25,-15.8125,-6.5625,-33.0625,-45.75,42.5,40.14270433,139.9876742,121.3170809,11.10151035,-215.8547963,204.380557,-400,10.46734923,0,0,0.303658,303.658,,
303.74,1,-1.04,4.83,8.53,-201.625,-1.875,5.25,-45,-88,35,40.14270433,139.9876742,122.5047532,11.10151035,-207.0835509,204.380557,-400,9.857555478,0,0,0.30374,303.74,,
303.827,1,-0.94,1,10.85,-159.25,-8.4375,-3.5625,-36.25,-65.6875,-10.6875,40.14270433,139.9876742,122.9220754,11.10151035,-208.8923461,204.380557,-400,10.93645738,0,0,0.303827,303.827,,
303.94,1,1.15,4.4,10.26,-137.75,-6.6875,-2.4375,-38.1875,-57.5,-16,40.14270433,139.9876742,124.0457175,11.10151035,-213.5893468,204.380557,-400,11.22274922,0,0,0.30394,303.94,,
304.052,1,-1.08,-3.31,8.79,-118.125,-10.9375,-9.4375,-42.5,-56.0625,-9.375,40.14270433,139.9876742,126.3575878,11.10151035,-217.1651291,204.380557,-400,9.454448688,0,0,0.304052,304.052,,
304.155,1,-0.95,-3.25,8.48,-171.375,-8.1875,0.8125,-28.0625,3.5625,25.875,40.14270433,139.9876742,127.674297,11.10151035,82.76507136,204.380557,-400,9.131013087,0,0,0.304155,304.155,,
304.245,1,-0.38,-7.5,6.4,-166.625,-6.3125,2,-32.0625,-23.375,-18.875,40.14270433,139.9876742,127.2246704,11.10151035,-233.9062737,204.380557,-400,9.866833332,0,0,0.304245,304.245,,
304.337,1,-1.01,-6.02,3.86,-105.75,8.625,-8,-29.1875,-12.25,-22.75,40.14270433,139.9876742,128.1239428,11.10151035,-247.2321967,204.380557,-400,7.222194957,0,0,0.304337,304.337,,
304.449,1,-0.94,-8.51,4.57,9.875,-23.125,34.625,-41.0625,-20.75,-8,40.14270433,139.9876742,127.8027653,11.10151035,-243.1912866,204.380557,-400,9.705081143,0,0,0.304449,304.449,,
304.547,1,-0.86,-11.36,1.41,-106.125,1.1875,-14.375,-36.875,-10.5,-16.75,40.14270433,139.9876742,128.9590504,11.10151035,-254.1059214,204.380557,-400,11.47942943,0,0,0.304547,304.547,,
304.648,1,0,-9.27,2.8,-124.3125,-7.1875,-6,-41.6875,-3.1875,44.1875,40.14270433,139.9876742,129.6014861,11.10151035,-265.6275711,204.380557,-400,9.683640844,0,0,0.304648,304.648,,
304.751,1,-0.19,-9.75,1.2,-190.0625,-3.6875,17.625,-38.875,15.0625,13.0625,40.14270433,139.9876742,130.6937169,11.10151035,68.82065276,204.380557,-400,9.825405844,0,0,0.304751,304.751,,
304.849,1,0.03,-8.79,-4.72,-130.6875,-21.125,30.4375,-42.1875,18.5625,26.1875,40.14270433,139.9876742,130.7579693,11.10151035,66.25050551,204.380557,-400,9.97714388,0,0,0.304849,304.849,,
304.953,1,-2.31,-3.48,-6.9,-247,-9,3.0625,-37.6875,36.6875,74.75,40.14270433,139.9876742,130.5652132,11.10151035,45.77031701,204.380557,-400,8.065760968,0,0,0.304953,304.953,,
305.052,1,-0.79,-6.37,-9.5,-105.5625,-15.1875,-19.8125,-34.5,-11.5,25.1875,40.14270433,139.9876742,130.3724607,11.10151035,-251.5650512,204.380557,-400,11.46520824,0,0,0.305052,305.052,,
305.135,1,-1.52,-5.96,-8.64,-124.6875,-9.375,20.0625,-41.5,-7.6875,43.875,40.14270433,139.9876742,130.3082107,11.10151035,-259.5054331,204.380557,-400,10.6057343,0,0,0.305135,305.135,,
305.237,1,-1.39,-3.4,-9.49,-121.9375,-6.5,3.4375,-45.1875,-19.0625,54.5,40.14270433,139.9876742,129.9548424,11.10151035,-247.127386,204.380557,-400,10.17606014,0,0,0.305237,305.237,,
305.35,1,-2.35,3.15,-10.26,-157.4375,-5.5,-3.125,-42.6875,-21.1875,59,40.14270433,139.9876742,129.5693633,11.10151035,-243.6029712,204.380557,-400,10.9869286,0,0,0.30535,305.35,,
305.444,1,-2.02,3.99,-6.91,-162.0625,-6.875,5.3125,-30.1875,-17,55.5,40.14270433,139.9876742,129.151777,11.10151035,-240.6140941,204.380557,-400,8.230953772,0,0,0.305444,305.444,,
305.528,1,-1.86,7.17,-7.92,-147.25,-9.8125,2.625,-37.5625,-37.375,57.875,40.14270433,139.9876742,128.894809,11.10151035,-225.1433586,204.380557,-400,10.84411822,0,0,0.305528,305.528,,
305.676,1,-1.26,3.96,-5.41,-160.5625,-3.5,1.5625,-42.5,-42.0625,58.6875,40.14270433,139.9876742,129.1838984,11.10151035,-225.2964278,204.380557,-400,6.821825269,0,0,0.305676,305.676,,
305.8,1,-1.95,8.27,-1.49,-175.75,-8.1875,0.4375,-37.6875,-17.375,97,40.14270433,139.9876742,126.2612497,11.10151035,-245.2489662,204.380557,-400,8.626441908,0,0,0.3058,305.8,,
305.87,1,-0.66,6.66,0.75,-171.125,-12.3125,6.5,-25.875,-31.1875,76.75,40.14270433,139.9876742,124.6236373,11.10151035,-219.6811136,204.380557,-400,6.734515573,0,0,0.30587,305.87,,
305.968,1,-2.76,10.82,1.6,-166.8125,-8.8125,3.1875,-25.875,-42.375,65.5625,40.14270433,139.9876742,124.6557449,11.10151035,-211.4090516,204.380557,-400,11.28051417,0,0,0.305968,305.968,,
306.066,1,-2.59,13.03,4.21,-171.0625,-9.125,-0.3125,-20.75,-41.6875,53.1875,40.14270433,139.9876742,124.1741413,11.10151035,-206.4618776,204.380557,-400,13.93603602,0,0,0.306066,306.066,,
306.158,1,-1.74,7.53,7.48,-165.0625,-9.625,-0.5625,-24.875,-39.5625,39.6875,40.14270433,139.9876742,124.9768263,11.10151035,-212.1597094,204.380557,-400,10.75541259,0,0,0.306158,306.158,,
306.266,1,-0.69,1.16,8.65,-183.0625,-13.25,3.375,-29.375,-29.1875,31.5625,40.14270433,139.9876742,122.1516474,11.10151035,-225.1834437,204.380557,-400,8.754667327,0,0,0.306266,306.266,,
306.355,1,-1.01,-4.76,9.7,-183.125,-11.5,-1.6875,-25.6875,-11.1875,24.6875,40.14270433,139.9876742,122.6331583,11.10151035,-246.4657614,204.380557,-400,10.85208275,0,0,0.306355,306.355,,
306.428,1,-0.3,5.25,9.19,-149.75,-9.4375,0.25,-29.5,-43.1875,-42,40.14270433,139.9876742,123.6604552,11.10151035,-214.3357334,204.380557,-400,10.58813487,0,0,0.306428,306.428,,
306.512,1,-1.07,-1.31,9.79,-147.375,-8.625,-0.25,-30.25,-39.0625,-24.6875,40.14270433,139.9876742,126.1970248,11.10151035,-217.7542005,204.380557,-400,9.935044036,0,0,0.306512,306.512,,
306.619,1,-0.43,-1.69,8.88,-158.8125,-8.6875,5.625,-25.875,-18.5,-30.5,40.14270433,139.9876742,127.192555,11.10151035,-234.4361478,204.380557,-400,9.049607726,0,0,0.306619,306.619,,
306.707,1,-0.21,-11.82,9.92,-175.5,-5.625,-0.5,-21.875,0.1875,-38.25,40.14270433,139.9876742,128.1239428,11.10151035,89.50890535,204.380557,-400,15.43252734,0,0,0.306707,306.707,,
306.805,1,-1.2,-9.26,5.24,-119.4375,-4.8125,-6.375,-20.375,36.875,17.375,40.14270433,139.9876742,125.0089349,11.10151035,28.92251032,204.380557,-400,10.70724988,0,0,0.306805,306.805,,
306.924,1,0.2,-10.26,6.18,-91.6875,-11.6875,-14.5,-26,33,28,40.14270433,139.9876742,127.0640942,11.10151035,38.23382518,204.380557,-400,11.97914855,0,0,0.306924,306.924,,
307.033,1,0.55,-8.68,2.54,-125.75,-5.875,-5.75,-36.75,22.75,-13.375,40.14270433,139.9876742,128.1239428,11.10151035,58.24051992,204.380557,-400,9.060711893,0,0,0.307033,307.033,,
307.12,1,-0.05,-7.57,0.07,-170,-1.5,5.0625,-40.5,27,-3.0625,40.14270433,139.9876742,129.5372407,11.10151035,56.30993247,204.380557,-400,7.570488756,0,0,0.30712,307.12,,
307.202,1,0.7,-12.98,-0.56,-249.1875,-14.9375,16.0625,-52.25,8.5,14.0625,40.14270433,139.9876742,129.8263478,11.10151035,80.76009818,204.380557,-400,13.01091849,0,0,0.307202,307.202,,
307.32,1,-1.16,-6.83,-5.97,-142.875,-6.375,20.75,-43.375,32.1875,23.25,40.14270433,139.9876742,129.3445071,11.10151035,53.42181637,204.380557,-400,9.145239199,0,0,0.30732,307.32,,
307.382,1,-0.89,-2.83,-8.91,-161,-13.6875,-48.625,-38.5625,27.1875,29.25,40.14270433,139.9876742,128.830568,11.10151035,54.81523293,204.380557,-400,9.390905175,0,0,0.307382,307.382,,
307.464,1,0.45,-4.29,-7.78,-85.6875,1.4375,-6.625,-28.5625,49,87.1875,40.14270433,139.9876742,129.2160199,11.10151035,30.23825813,204.380557,-400,8.895785519,0,0,0.307464,307.464,,
307.551,1,-0.78,-3.29,-9.26,-143.125,-11.9375,10.375,-36,48.1875,97,40.14270433,139.9876742,129.1196556,11.10151035,36.76273609,204.380557,-400,9.857996754,0,0,0.307551,307.551,,
307.62,1,-1.63,-1.78,-8.57,-24.8125,-0.6875,12.375,-40.0625,8.6875,51.375,40.14270433,139.9876742,128.6699672,11.10151035,77.76491705,204.380557,-400,8.90338138,0,0,0.30762,307.62,,
307.75,1,-1.52,-7.63,-7.85,-72.5625,-0.125,4.0625,-45.6875,11.5,50.5625,40.14270433,139.9876742,128.3487729,11.10151035,75.87158193,204.380557,-400,11.05214006,0,0,0.30775,307.75,,
307.863,1,-1.87,-0.52,-10.29,6.3125,-0.9375,24.0625,-45,27.875,109,40.14270433,139.9876742,127.6421802,11.10151035,58.22408552,204.380557,-400,10.47145644,0,0,0.307863,307.863,,
307.974,1,-2.08,4.68,-12.13,-49.25,-11.375,9.4375,-45.5625,35.6875,113.6875,40.14270433,139.9876742,127.0962092,11.10151035,51.92965358,204.380557,-400,13.16684093,0,0,0.307974,307.974,,
308.092,1,-1.6,7.86,-11.77,-158,-4.625,-4.625,-33.75,25.5,105.6875,40.14270433,139.9876742,126.4218137,11.10151035,52.92692668,204.380557,-400,14.24333177,0,0,0.308092,308.092,,
308.185,1,-2.71,8.21,-10.67,-168.125,-2.6875,-0.625,-36,17,110.5,40.14270433,139.9876742,125.9722407,11.10151035,64.72227776,204.380557,-400,13.73306594,0,0,0.308185,308.185,,
308.298,1,-1.11,2.96,-6.56,-142.125,-17.6875,12.25,-30.75,14.375,103.5625,40.14270433,139.9876742,126.1328003,11.10151035,64.94486685,204.380557,-400,7.28198462,0,0,0.308298,308.298,,
308.384,3,-1.78,6.4,-4.82,-164.5,-15.625,-0.5,-33.1875,3.1875,97.25,40.14270433,139.9876742,125.522687,11.10151035,84.51384357,204.380557,-119.8667134,8.207362548,0,0,0.308384,308.384,-119.8667134,-119.8667134
308.481,3,-1.37,7.8,-2.78,-146.375,-4.0625,3.8125,-39.0625,-13.75,101,40.14270433,139.9876742,124.4631008,11.10151035,-250.6079315,204.380557,-94.98848848,8.393169842,0,0,0.308481,308.481,-94.98848848,-94.98848848
308.587,3,-1.8,7.93,-1.14,-42.4375,21.0625,-11.8125,13.0625,-24.0625,51.875,40.14270433,139.9876742,124.2062476,11.10151035,-151.5043614,204.380557,-360,8.211242293,0,0,0.308587,308.587,-94.98848848,-94.98848848
308.698,3,-1.68,6.26,-1.51,-109.3125,16.5625,-8.625,7.1875,-31.1875,43.875,40.14270433,139.9876742,122.1837474,11.10151035,-167.022156,204.380557,-11.40271297,6.655080766,0,0,0.308698,308.698,-11.40271297,-11.40271297
308.797,3,-2.14,7.6,0.55,-236.625,-20.5,0.9375,-30.6875,-69,6.5625,40.14270433,139.9876742,119.8727955,11.10151035,-203.9769333,204.380557,-48.35749028,7.914676241,0,0,0.308797,308.797,-48.35749028,-48.35749028
308.878,3,-0.94,0.36,8.17,-251.5,22.0625,17,35.5625,-31.1875,-8.6875,40.14270433,139.9876742,119.3593196,11.10151035,-131.2500223,204.380557,24.36942066,8.231773806,0,0,0.308878,308.878,24.36942066,24.36942066
308.974,3,-1.83,4.24,8.67,-144.5,7.125,7.75,7.1875,-34,4.875,40.14270433,139.9876742,116.6960664,11.10151035,-168.0635778,204.380557,-12.44413479,9.823207216,0,0,0.308974,308.974,-12.44413479,-12.44413479
309.078,3,-0.95,2.14,5.36,25.6875,-12.9375,-4.3125,-49.0625,-24.75,12.375,40.14270433,139.9876742,115.1241013,11.10151035,-243.2309464,204.380557,-87.61150339,5.84907685,0,0,0.309078,309.078,-87.61150339,-87.61150339
309.176,3,-2.71,3.66,8.95,-79.125,4,24.25,4,-35.875,-2,40.14270433,139.9876742,116.535651,11.10151035,-173.6378978,204.380557,-18.01845482,10.04202171,0,0,0.309176,309.176,-18.01845482,-18.01845482
309.272,3,-0.99,7.4,7.01,-239,-13.875,-0.375,16.1875,-23,0.1875,40.14270433,139.9876742,118.0115649,11.10151035,-144.8619505,204.380557,10.75749255,10.24110346,0,0,0.309272,309.272,10.75749255,10.75749255
309.368,3,-1.86,-4.48,11.68,-271.0625,5.875,15.625,8.75,-18.5,-24.6875,40.14270433,139.9876742,117.9794777,11.10151035,-154.6871162,204.380557,-360,12.64722895,0,0,0.309368,309.368,10.75749255,10.75749255
309.45,3,-0.19,-1.02,8.73,-30.1875,-6.625,6.125,-39.6875,-3.6875,-12.1875,40.14270433,139.9876742,118.7175101,11.10151035,-264.6916955,204.380557,-109.0722525,8.791439018,0,0,0.30945,309.45,-109.0722525,-109.0722525
309.553,3,-0.32,-6.57,-316.18,-104.6875,-5.5,-16.5,-24.875,-64.375,-6.375,40.14270433,139.9876742,119.3593196,11.10151035,-201.1269192,204.380557,-45.50747618,316.2484145,0,0,0.309553,309.553,-45.50747618,-45.50747618
309.67,3,-1.16,-5.24,9.63,-173.4375,-5.5625,9.3125,12.0625,6.5625,-34,40.14270433,139.9876742,123.3715178,11.10151035,-61.45197668,204.380557,94.16746632,11.02452267,0,0,0.30967,309.67,94.16746632,94.16746632
309.766,3,-0.2,-7.22,7.81,-150.3125,-4.75,8.5625,9.875,28.0625,-64.25,40.14270433,139.9876742,119.1988636,11.10151035,-19.38661843,204.380557,136.2328246,10.63788043,0,0,0.309766,309.766,136.2328246,136.2328246
309.87,3,-1.2,-10.34,6.3,25.1875,10.625,-4.9375,-30.0625,33.5625,-17.375,40.14270433,139.9876742,112.2695009,11.10151035,41.85134277,204.380557,-162.5292142,12.16739906,0,0,0.30987,309.87,-162.5292142,-162.5292142
309.973,3,-2.04,-5.22,6.22,-19.1875,-2.5625,-2.3125,-23.75,44.375,-18.25,40.14270433,139.9876742,120.5788657,11.10151035,28.15619145,204.380557,-176.2243655,8.372478725,0,0,0.309973,309.973,-176.2243655,-176.2243655
310.081,3,-0.64,-6.69,6.62,6.5,-2,8.875,11.6875,34.375,-34,40.14270433,139.9876742,125.3621368,11.10151035,-18.77803322,204.380557,136.8414098,9.433456419,0,0,0.310081,310.081,136.8414098,136.8414098
310.164,3,-1.51,-9.01,6.37,-12.125,-4.5625,-0.0625,3.1875,40.6875,-2.0625,40.14270433,139.9876742,125.2979174,11.10151035,-4.479460452,204.380557,151.1399826,11.13719444,0,0,0.310164,310.164,151.1399826,151.1399826
310.253,3,0.76,-6.27,5.93,-24.0625,4,-11.6875,-49.6875,-2008.8125,7.0625,40.14270433,139.9876742,125.0089349,11.10151035,-181.4169086,204.380557,-25.79746558,8.663451968,0,0,0.310253,310.253,-25.79746558,-25.79746558
310.349,3,-0.56,-7.85,4.64,-66.6875,1.875,-10.5625,-28.25,30,-16.5625,40.14270433,139.9876742,124.8483925,11.10151035,43.27918517,204.380557,-161.1013718,9.135956436,0,0,0.310349,310.349,-161.1013718,-161.1013718
310.467,3,-1.65,-8.61,4.36,16.3125,-1.5625,-7.0625,14,51.0625,-2.875,40.14270433,139.9876742,124.3025668,11.10151035,-15.33223276,204.380557,140.2872102,9.791026504,0,0,0.310467,310.467,140.2872102,140.2872102
310.57,3,-0.58,-5.46,4.11,-36,9.1875,1.875,-22.25,46.25,15.0625,40.14270433,139.9876742,124.0778233,11.10151035,25.69132707,204.380557,-178.6892299,6.85857857,0,0,0.31057,310.57,-178.6892299,-178.6892299
310.668,3,-2.5,-12.32,2.72,-160.625,-16.0625,-3.9375,-52.25,58.5,22.875,40.14270433,139.9876742,125.201589,11.10151035,41.77002982,204.380557,-162.6105272,12.86199051,0,0,0.310668,310.668,-162.6105272,-162.6105272
310.802,3,0,-13.5,3.35,-106.875,-11.0625,5.8125,5.75,42.5625,-2.875,40.14270433,139.9876742,124.7199604,11.10151035,-7.693818578,204.380557,147.9256244,13.90943924,0,0,0.310802,310.802,147.9256244,147.9256244
310.908,3,-0.85,-8.81,-1.54,-104.375,-13.75,1.625,-83.375,15.0625,-52,40.14270433,139.9876742,124.8805008,11.10151035,79.75942035,204.380557,-124.6211366,8.983885574,0,0,0.310908,310.908,-124.6211366,-124.6211366
311.015,3,-0.88,-7.73,-3.86,-157.75,6,-1.8125,-32.25,24,45.25,40.14270433,139.9876742,124.7520683,11.10151035,53.34389158,204.380557,-151.0366654,8.684866148,0,0,0.311015,311.015,-151.0366654,-151.0366654
311.108,3,-0.18,-10.41,-6.97,-162.125,-30.0625,-5.625,-121.5,4,-23.375,40.14270433,139.9876742,124.2704603,11.10151035,88.11440023,204.380557,-116.2661568,12.52922184,0,0,0.311108,311.108,-116.2661568,-116.2661568
311.211,3,-0.7,-7.1,-4.97,2.25,-2,10.9375,-90.75,5.0625,-9,40.14270433,139.9876742,123.9494006,11.10151035,86.80705722,204.380557,-117.5734998,8.694877802,0,0,0.311211,311.211,-117.5734998,-117.5734998
311.333,3,-1.31,-5.11,-5.46,9.125,-1.3125,5.0625,-127.75,5.5,-10.75,40.14270433,139.9876742,123.5641418,11.10151035,87.53477649,204.380557,-116.8457805,7.592087987,0,0,0.311333,311.333,-116.8457805,-116.8457805
311.451,3,-1.72,-6.05,-5.88,3.375,11.1875,-2.1875,-114.5,10,2.75,40.14270433,139.9876742,123.4357254,11.10151035,85.00866674,204.380557,-119.3718902,8.610185828,0,0,0.311451,311.451,-119.3718902,-119.3718902
311.554,3,-1.48,-6.92,-6.87,-40.0625,-3.4375,20.75,-88.5625,40.25,51.875,40.14270433,139.9876742,122.7615649,11.10151035,65.55909173,204.380557,-138.8214653,9.862743026,0,0,0.311554,311.554,-138.8214653,-138.8214653
311.664,3,-2.07,-4.21,-7.28,8.375,-4.75,2.5625,11.375,52.0625,51.0625,40.14270433,139.9876742,122.2158476,11.10151035,-12.32472743,204.380557,143.2947156,8.660681267,0,0,0.311664,311.664,143.2947156,143.2947156
311.762,3,-1.78,-10.31,-3.2,-24.625,-6.25,-11,5.0625,51.5,59.75,40.14270433,139.9876742,121.8306524,11.10151035,-5.614193647,204.380557,150.0052494,10.94095517,0,0,0.311762,311.762,150.0052494,150.0052494
311.884,3,-1.61,-9.22,-6.41,-5.8125,14.1875,4.1875,-40.0625,48.0625,62.375,40.14270433,139.9876742,121.8627515,11.10151035,39.81289886,204.380557,-164.5676581,11.34409979,0,0,0.311884,311.884,-164.5676581,-164.5676581
311.986,3,-1.27,-1,-8.52,-86.4375,2.875,27.8125,-37.875,44,54.875,40.14270433,139.9876742,121.4454714,11.10151035,40.72171997,204.380557,-163.658837,8.671983625,0,0,0.311986,311.986,-163.658837,-163.658837
312.091,3,-2.23,-6.94,-8.38,-13.5,5.5,-10,2.0625,25.5,49.25,40.14270433,139.9876742,121.5096673,11.10151035,-4.624151328,204.380557,150.9952917,11.10679522,0,0,0.312091,312.091,150.9952917,150.9952917
312.207,3,-1.29,-4.86,-8.59,-123.1875,-20.625,2.0625,2.0625,33.5625,51.0625,40.14270433,139.9876742,121.124498,11.10151035,-3.516547496,204.380557,152.1028955,9.953481803,0,0,0.312207,312.207,152.1028955,152.1028955
312.309,3,-1.97,-1.46,-9.16,-134.3125,1.9375,12.75,-33,-33,88.25,40.14270433,139.9876742,120.610961,11.10151035,-225,204.380557,-69.38055699,9.482515489,0,0,0.312309,312.309,-69.38055699,-69.38055699
312.414,3,-1.9,0.86,-8.84,-172.875,-3.125,3.75,-33.0625,-23,90.875,40.14270433,139.9876742,120.2900131,11.10151035,-235.1755108,204.380557,-79.55606784,9.082686827,0,0,0.312414,312.414,-79.55606784,-79.55606784
312.522,3,-2.79,3.58,-9.48,-86.875,0.5625,-30.8125,-98.5625,-34,3.5625,40.14270433,139.9876742,120.2579188,11.10151035,-250.9676761,204.380557,-95.34823306,10.51051378,0,0,0.312522,312.522,-95.34823306,-95.34823306
312.636,3,-2.25,2.67,-8.33,-28.5,-7.25,-4.1875,-104.0625,-39.25,6.25,40.14270433,139.9876742,120.3862964,11.10151035,-249.3346694,204.380557,-93.71522635,9.032181353,0,0,0.312636,312.636,-93.71522635,-93.71522635
