Second,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Azimuth,Angle,Direction,0,cone direction,cone probability,0,0,,
172.323,0,9.91,0.57,-0.23,0,-0.0625,0,-45.75,18.25,14.25,40.14264467,139.9877958,-5.026643701,18.45556704,68.74949449,259.1645091,360,9.959924699,0,0,0.172323,172.323,,
172.428,0,9.91,0.61,-0.25,-0.0625,0,0,-46.875,18.375,15.0625,40.14264467,139.9877958,-4.709496418,18.45556704,67.38013505,259.1645091,360,9.930810642,0,0,0.172428,172.428,,
172.549,0,9.9,0.59,-0.21,-0.0625,-0.1875,-0.25,-46.1875,19.0625,16.875,40.14264467,139.9877958,-1.886464922,18.45556704,67.57308653,259.1645091,360,9.949819094,0,0,0.172549,172.549,,
172.677,0,9.91,0.6,-0.23,-0.125,0.125,-0.0625,-45.75,18.6875,15.0625,40.14264467,139.9877958,-2.267142507,18.45556704,67.78146093,259.1645091,360,9.911089748,0,0,0.172677,172.677,,
172.805,0,9.9,0.59,-0.24,0.125,0.1875,-0.0625,-46.5,19.0625,17.25,40.14264467,139.9877958,-2.362309753,18.45556704,67.70900801,259.1645091,360,9.920468739,0,0,0.172805,172.805,,
172.905,0,9.93,0.6,-0.24,-0.125,0,-0.0625,-46.1875,19.0625,17.25,40.14264467,139.9877958,-2.203697198,18.45556704,67.57308653,259.1645091,360,9.950170853,0,0,0.172905,172.905,,
173.019,0,9.9,0.59,-0.23,0,-0.25,0,-46.1875,19.375,15.5625,40.14264467,139.9877958,-2.203697198,18.45556704,67.24264304,259.1645091,360,9.941272554,0,0,0.173019,173.019,,
173.193,0,9.94,0.6,-0.25,0,-0.3125,0,-46.1875,18.6875,13.75,40.14264467,139.9877958,-2.203697198,18.45556704,67.38013505,259.1645091,360,9.93950703,0,0,0.173193,173.193,,
173.326,0,9.91,0.59,-0.23,-0.125,0.125,0,-46.5,20.5625,16.875,40.14264467,139.9877958,-2.362309753,18.45556704,67.38013505,259.1645091,360,9.929622349,0,0,0.173326,173.326,,
173.487,0,9.91,0.59,-0.25,0.0625,0.0625,0,-45.75,18.6875,14.25,40.14264467,139.9877958,-3.218776292,18.45556704,67.57308653,259.1645091,360,9.931047276,0,0,0.173487,173.487,,
173.65,0,9.92,0.57,-0.24,-0.0625,0.125,0,-45.375,19.0625,18.0625,40.14264467,139.9877958,-2.298865018,18.45556704,67.21222761,259.1645091,360,9.949241177,0,0,0.17365,173.65,,
173.772,0,9.92,0.62,-0.28,-0.0625,0.0625,-0.0625,-45.75,18.25,15.5625,40.14264467,139.9877958,-2.616084876,18.45556704,68.25259217,259.1645091,360,9.962359158,0,0,0.173772,173.772,,
173.886,0,9.93,0.59,-0.23,0.0625,-0.1875,-0.125,-46.875,19.375,16,40.14264467,139.9877958,-12.41347419,18.45556704,67.543061,259.1645091,360,9.950170853,0,0,0.173886,173.886,,
173.988,0,9.9,0.62,-0.26,0,-0.0625,-0.125,-46.1875,19.0625,13.375,40.14264467,139.9877958,-2.108528518,18.45556704,67.57308653,259.1645091,360,9.932779067,0,0,0.173988,173.988,,
174.145,0,9.91,0.58,-0.27,0,0,-0.0625,-46.5,19.375,14.5625,40.14264467,139.9877958,-2.457476141,18.45556704,67.41268947,259.1645091,360,9.930629386,0,0,0.174145,174.145,,
174.261,0,9.93,0.6,-0.25,0,0.1875,-0.125,-46.5,19.0625,13.25,40.14264467,139.9877958,-2.647806336,18.45556704,67.87006327,259.1645091,360,9.951251178,0,0,0.174261,174.261,,
174.368,0,9.92,0.62,-0.23,0,0.0625,-0.125,-46.875,19.0625,14.6875,40.14264467,139.9877958,-6.929326946,18.45556704,67.38013505,259.1645091,360,9.942016898,0,0,0.174368,174.368,,
174.513,0,9.91,0.59,-0.24,-0.0625,0.0625,-0.0625,-46.1875,18.6875,17.25,40.14264467,139.9877958,-2.457476141,18.45556704,67.97170415,259.1645091,360,9.931193282,0,0,0.174513,174.513,,
174.635,0,9.92,0.6,-0.2,0.125,0.125,-0.0625,-46.1875,18.6875,15.0625,40.14264467,139.9877958,-1.981635608,18.45556704,67.97170415,259.1645091,360,9.930584071,0,0,0.174635,174.635,,
174.753,0,9.91,0.59,-0.25,-0.0625,0.0625,0,-46.5,19.375,16.375,40.14264467,139.9877958,-2.045082254,18.45556704,67.38013505,259.1645091,360,9.932039066,0,0,0.174753,174.753,,
174.854,0,9.94,0.62,-0.26,0.125,0.0625,-0.0625,-45.75,18.6875,12.875,40.14264467,139.9877958,-2.362309753,18.45556704,67.78146093,259.1645091,360,9.962710475,0,0,0.174854,174.854,,
175.007,0,9.93,0.61,-0.25,-0.0625,0,0.0625,-46.1875,19.75,15.0625,40.14264467,139.9877958,-2.330587433,18.45556704,67.57308653,259.1645091,360,9.949241177,0,0,0.175007,175.007,,
175.14,0,9.91,0.56,-0.24,-0.0625,-0.0625,0,-46.5,18.25,15.0625,40.14264467,139.9877958,-9.465703574,18.45556704,68.57132732,259.1645091,360,9.928710893,0,0,0.17514,175.14,,
175.256,0,9.92,0.57,-0.24,-0.0625,-0.0625,0.0625,-46.875,19.0625,15.5625,40.14264467,139.9877958,-2.2354199,18.45556704,66.39096156,259.1645091,360,9.939260536,0,0,0.175256,175.256,,
175.387,0,9.92,0.55,-0.23,0.125,0.3125,0.0625,-46.5,18.6875,15.5625,40.14264467,139.9877958,-15.61388268,18.45556704,68.10570721,259.1645091,360,9.937897162,0,0,0.175387,175.387,,
175.493,0,9.92,0.6,-0.23,0.0625,-0.1875,0,-46.875,19.375,16.875,40.14264467,139.9877958,-2.076805434,18.45556704,67.543061,259.1645091,360,9.932668322,0,0,0.175493,175.493,,
175.632,0,9.92,0.57,-0.21,0.0625,0.125,-0.125,-46.875,18,15.0625,40.14264467,139.9877958,-2.140251507,18.45556704,67.24264304,259.1645091,360,9.938581388,0,0,0.175632,175.632,,
175.801,0,9.92,0.64,-0.27,-0.0625,-0.0625,0,-46.875,19.75,17.25,40.14264467,139.9877958,-2.520919921,18.45556704,66.65043281,259.1645091,360,9.944023331,0,0,0.175801,175.801,,
175.936,0,9.91,0.62,-0.25,-0.0625,-0.3125,0.0625,-46.875,19.375,15.0625,40.14264467,139.9877958,-2.774691223,18.45556704,67.543061,259.1645091,360,9.932522338,0,0,0.175936,175.936,,
176.037,0,9.92,0.59,-0.23,-0.125,-0.0625,-0.0625,-46.5,18.75,16.75,40.14264467,139.9877958,-2.2354199,18.45556704,68.03943598,259.1645091,360,9.917282894,0,0,0.176037,176.037,,
176.195,0,9.9,0.58,-0.24,0,0.25,0.125,-46.1875,19.0625,15.0625,40.14264467,139.9877958,-6.041450858,18.45556704,67.57308653,259.1645091,360,9.919879032,0,0,0.176195,176.195,,
176.325,0,9.92,0.61,-0.25,0,0,-0.1875,-45.375,19.375,16,40.14264467,139.9877958,-2.013358979,18.45556704,67.04747508,259.1645091,360,9.94188111,0,0,0.176325,176.325,,
176.444,0,9.9,0.59,-0.24,0.0625,-0.125,-0.125,-46.1875,19.75,16.875,40.14264467,139.9877958,-1.981635608,18.45556704,66.84821211,259.1645091,360,9.920468739,0,0,0.176444,176.444,,
176.551,0,9.92,0.59,-0.24,-0.0625,0.0625,0.125,-47.25,19.0625,16.375,40.14264467,139.9877958,-3.218776292,18.45556704,68.02892241,259.1645091,360,9.948919539,0,0,0.176551,176.551,,
176.716,0,9.91,0.59,-0.24,0,-0.0625,0,-46.5,19.375,14.5625,40.14264467,139.9877958,-1.886464922,18.45556704,67.57308653,259.1645091,360,9.91929937,0,0,0.176716,176.716,,
176.849,0,9.94,0.57,-0.22,0.0625,0.125,-0.0625,-46.1875,19.375,16,40.14264467,139.9877958,-2.552641668,18.45556704,68.19859051,259.1645091,360,9.958759963,0,0,0.176849,176.849,,
177.012,0,9.95,0.59,-0.21,-0.125,-0.125,0.0625,-46.1875,19.0625,13.875,40.14264467,139.9877958,-2.013358979,18.45556704,68.10570721,259.1645091,360,9.92060482,0,0,0.177012,177.012,,
177.139,0,9.9,0.59,-0.25,0.0625,0,0,-45.75,19.75,15.0625,40.14264467,139.9877958,-2.108528518,18.45556704,66.65043281,259.1645091,360,9.961355329,0,0,0.177139,177.139,,
177.26,0,9.91,0.6,-0.24,0,-0.125,-0.0625,-46.1875,19.0625,14.5625,40.14264467,139.9877958,-1.886464922,18.45556704,67.38013505,259.1645091,360,9.931047276,0,0,0.17726,177.26,,
177.393,0,9.93,0.6,-0.25,0.125,0.125,-0.0625,-47.25,19.0625,16.375,40.14264467,139.9877958,-2.013358979,18.45556704,68.02892241,259.1645091,360,9.951251178,0,0,0.177393,177.393,,
177.522,0,9.9,0.57,-0.24,0,0.1875,0.0625,-46.1875,19.375,14.6875,40.14264467,139.9877958,-2.140251507,18.45556704,67.87006327,259.1645091,360,9.960983887,0,0,0.177522,177.522,,
177.654,0,9.91,0.59,-0.22,0.0625,-0.0625,0.0625,-46.875,19.0625,15.875,40.14264467,139.9877958,-2.1719744,18.45556704,68.11766433,259.1645091,360,9.951768687,0,0,0.177654,177.654,,
177.763,0,9.92,0.6,-0.23,0,0.1875,0.0625,-46.875,19.0625,15.0625,40.14264467,139.9877958,-2.203697198,18.45556704,67.543061,259.1645091,360,9.929279934,0,0,0.177763,177.763,,
177.92,0,9.93,0.56,-0.22,-0.0625,-0.0625,0.0625,-46.875,18.6875,12.875,40.14264467,139.9877958,-2.298865018,18.45556704,68.10570721,259.1645091,360,9.929279934,0,0,0.17792,177.92,,
178.037,0,9.89,0.57,-0.22,0.0625,-0.25,0.0625,-46.5,19.75,14.25,40.14264467,139.9877958,-1.759569337,18.45556704,66.98755496,259.1645091,360,9.942419223,0,0,0.178037,178.037,,
178.164,0,9.92,0.58,-0.2,-0.0625,0.0625,-0.125,-46.875,19.0625,15.875,40.14264467,139.9877958,-2.330587433,18.45556704,67.21222761,259.1645091,360,9.938953667,0,0,0.178164,178.164,,
178.266,0,9.92,0.58,-0.25,-0.125,0.125,0.0625,-46.5,18.6875,16,40.14264467,139.9877958,-2.647806336,18.45556704,68.10570721,259.1645091,360,9.941529057,0,0,0.178266,178.266,,
178.409,0,9.9,0.6,-0.24,0,0,-0.1875,-46.1875,19.375,14.1875,40.14264467,139.9877958,-13.80783103,18.45556704,67.24264304,259.1645091,360,9.928474203,0,0,0.178409,178.409,,
178.556,0,9.91,0.58,-0.25,-0.0625,0.125,-0.0625,-45.375,19.75,15.0625,40.14264467,139.9877958,-2.1719744,18.45556704,66.47835213,259.1645091,360,9.951251178,0,0,0.178556,178.556,,
178.662,0,9.92,0.61,-0.26,-0.0625,0,-0.125,-46.1875,18.6875,15.0625,40.14264467,139.9877958,-17.35627072,18.45556704,67.97170415,259.1645091,360,9.958915604,0,0,0.178662,178.662,,
178.794,0,9.91,0.59,-0.25,0,0,0,-45.75,19.75,14.25,40.14264467,139.9877958,-9.11698799,18.45556704,67.71441235,259.1645091,360,9.93069484,0,0,0.178794,178.794,,
178.929,0,9.93,0.62,-0.24,-0.0625,0.125,0,-46.1875,18.375,14.5625,40.14264467,139.9877958,-4.4240557,18.45556704,68.30561029,259.1645091,360,9.952230906,0,0,0.178929,178.929,,
179.065,0,9.93,0.59,-0.23,0,-0.0625,0,-46.875,19.375,15.875,40.14264467,139.9877958,-2.298865018,18.45556704,67.90511062,259.1645091,360,9.950170853,0,0,0.179065,179.065,,
179.194,0,9.92,0.61,-0.25,-0.0625,-0.25,0,-46.5,19.375,14.25,40.14264467,139.9877958,-12.88884384,18.45556704,67.38013505,259.1645091,360,9.94188111,0,0,0.179194,179.194,,
179.338,0,9.92,0.6,-0.23,0.0625,0.0625,0,-46.875,19.75,16.375,40.14264467,139.9877958,-1.949912141,18.45556704,67.38013505,259.1645091,360,9.940789707,0,0,0.179338,179.338,,
179.484,0,9.92,0.63,-0.22,-0.0625,0.0625,0,-46.5,19.0625,15.0625,40.14264467,139.9877958,-3.662842643,18.45556704,68.59482057,259.1645091,360,9.942419223,0,0,0.179484,179.484,,
179.626,0,9.91,0.57,-0.24,0,0.125,0.0625,-46.875,18.6875,14.6875,40.14264467,139.9877958,-4.265474182,18.45556704,67.38013505,259.1645091,360,9.920126007,0,0,0.179626,179.626,,
179.763,0,9.92,0.58,-0.23,0,0.125,-0.125,-45,18.375,14.1875,40.14264467,139.9877958,-2.806412206,18.45556704,67.78816931,259.1645091,360,9.939602608,0,0,0.179763,179.763,,
179.874,0,9.93,0.59,-0.25,0,0,-0.0625,-46.1875,19.0625,16.375,40.14264467,139.9877958,-2.298865018,18.45556704,67.57308653,259.1645091,360,9.940955688,0,0,0.179874,179.874,,
179.985,0,9.89,0.58,-0.23,0,0,0,-46.5,19.0625,13.75,40.14264467,139.9877958,-2.045082254,18.45556704,67.70900801,259.1645091,360,9.909661952,0,0,0.179985,179.985,,
180.1,0,9.93,0.57,-0.24,0,0.0625,-0.0625,-46.1875,19.0625,17.25,40.14264467,139.9877958,-2.362309753,18.45556704,67.57308653,259.1645091,360,9.951773711,0,0,0.1801,180.1,,
180.247,0,9.91,0.61,-0.24,0.1875,0.375,-0.25,-45.75,19.375,15.875,40.14264467,139.9877958,-2.362309753,18.45556704,67.90511062,259.1645091,360,9.929859012,0,0,0.180247,180.247,,
180.349,0,9.92,0.63,-0.2,0.1875,0.125,0.0625,-46.5,19.0625,15.875,40.14264467,139.9877958,-2.362309753,18.45556704,67.70900801,259.1645091,360,9.941996781,0,0,0.180349,180.349,,
180.46,0,9.91,0.61,-0.23,-0.0625,0,0,-46.875,18.375,13.75,40.14264467,139.9877958,-2.869853885,18.45556704,67.38013505,259.1645091,360,9.931419838,0,0,0.18046,180.46,,
180.603,0,9.94,0.62,-0.24,-0.0625,0,0.0625,-46.5,19.0625,14.6875,40.14264467,139.9877958,-2.425754107,18.45556704,67.38013505,259.1645091,360,9.918265977,0,0,0.180603,180.603,,
180.709,0,9.92,0.59,-0.26,0.125,0,0.125,-46.875,19.5,15.875,40.14264467,139.9877958,-1.949912141,18.45556704,67.41268947,259.1645091,360,9.942404136,0,0,0.180709,180.709,,
180.839,0,9.92,0.57,-0.25,0,0,-0.125,-45.75,19.75,15.5,40.14264467,139.9877958,-2.425754107,18.45556704,66.65043281,259.1645091,360,9.93950703,0,0,0.180839,180.839,,
180.956,0,9.9,0.57,-0.22,-0.0625,0,0.0625,-46.5,18.6875,13.375,40.14264467,139.9877958,-2.394031978,18.45556704,67.97170415,259.1645091,360,9.918835617,0,0,0.180956,180.956,,
181.096,0,9.91,0.6,-0.25,0.0625,0,0.125,-46.5,18.75,14.5625,40.14264467,139.9877958,-2.076805434,18.45556704,68.03943598,259.1645091,360,9.931293974,0,0,0.181096,181.096,,
181.21,0,9.9,0.55,-0.22,-0.0625,0,0.125,-47.25,19.375,16.75,40.14264467,139.9877958,-2.203697198,18.45556704,67.70377563,259.1645091,360,9.962454517,0,0,0.18121,181.21,,
181.369,0,9.89,0.55,-0.26,0.0625,0,-0.0625,-46.5,18.75,13.75,40.14264467,139.9877958,-2.013358979,18.45556704,67.70900801,259.1645091,360,9.908693153,0,0,0.181369,181.369,,
181.468,0,9.9,0.59,-0.25,0.125,0.25,-0.0625,-46.1875,19.375,16.75,40.14264467,139.9877958,-1.82301732,18.45556704,67.24264304,259.1645091,360,9.9207157,0,0,0.181468,181.468,,
181.583,0,9.92,0.61,-0.24,-0.0625,0,0,-46.5,18.6875,14.25,40.14264467,139.9877958,-2.1719744,18.45556704,68.10570721,259.1645091,360,9.941634674,0,0,0.181583,181.583,,
181.733,0,9.91,0.57,-0.24,-0.125,-0.0625,0.0625,-46.5,19.0625,16.375,40.14264467,139.9877958,-1.949912141,18.45556704,66.53241719,259.1645091,360,9.920468739,0,0,0.181733,181.733,,
181.831,0,9.91,0.59,-0.26,0.0625,-0.125,0.0625,-45.75,19.0625,15.0625,40.14264467,139.9877958,-2.457476141,18.45556704,67.38013505,259.1645091,360,9.921572456,0,0,0.181831,181.831,,
181.945,0,9.93,0.6,-0.24,-0.0625,-0.3125,-0.0625,-45.75,18.75,15.5,40.14264467,139.9877958,-2.394031978,18.45556704,67.543061,259.1645091,360,9.943384736,0,0,0.181945,181.945,,
182.055,0,9.92,0.6,-0.24,0.0625,-0.25,-0.0625,-45,19.375,14.1875,40.14264467,139.9877958,-1.949912141,18.45556704,66.70543675,259.1645091,360,9.941026104,0,0,0.182055,182.055,,
182.211,0,9.91,0.56,-0.22,-0.0625,0,-0.125,-46.875,19.0625,15.0625,40.14264467,139.9877958,-2.1719744,18.45556704,68.99321057,259.1645091,360,9.92824758,0,0,0.182211,182.211,,
182.324,0,9.91,0.55,-0.23,0.0625,-0.0625,0,-47.25,18.75,16.75,40.14264467,139.9877958,-1.727845202,18.45556704,68.35556486,259.1645091,360,9.927915189,0,0,0.182324,182.324,,
182.473,0,9.92,0.62,-0.24,0,0,-0.0625,-45.75,18.375,14.1875,40.14264467,139.9877958,-13.26912412,18.45556704,67.87006327,259.1645091,360,9.942253266,0,0,0.182473,182.473,,
182.589,0,9.92,0.61,-0.24,0.0625,0.25,-0.0625,-46.5,19.75,16.75,40.14264467,139.9877958,-2.140251507,18.45556704,66.98755496,259.1645091,360,9.949140666,0,0,0.182589,182.589,,
182.706,0,9.9,0.58,-0.25,0,-0.0625,0.125,-46.5,19.0625,12.875,40.14264467,139.9877958,-2.267142507,18.45556704,67.543061,259.1645091,360,9.918492829,0,0,0.182706,182.706,,
182.818,0,9.9,0.58,-0.22,-0.0625,0.125,0,-47.25,19.0625,15.875,40.14264467,139.9877958,-2.330587433,18.45556704,67.24264304,259.1645091,360,9.919415305,0,0,0.182818,182.818,,
182.958,0,9.92,0.6,-0.26,-0.0625,0,0,-46.1875,18.75,15.5,40.14264467,139.9877958,-2.2354199,18.45556704,67.90511062,259.1645091,360,9.941529057,0,0,0.182958,182.958,,
183.094,0,9.92,0.63,-0.27,0,-0.0625,-0.0625,-46.5,18.75,13.75,40.14264467,139.9877958,-14.59999706,18.45556704,67.87006327,259.1645091,360,9.950653245,0,0,0.183094,183.094,,
183.224,0,9.91,0.61,-0.22,0,-0.0625,-0.0625,-46.1875,18.75,14.1875,40.14264467,139.9877958,-2.108528518,18.45556704,68.52320902,259.1645091,360,9.931193282,0,0,0.183224,183.224,,
183.31,0,9.91,0.61,-0.23,0,0,-0.0625,-45.75,19.375,14.1875,40.14264467,139.9877958,-2.108528518,18.45556704,67.04747508,259.1645091,360,9.941398292,0,0,0.18331,183.31,,
183.444,0,9.9,0.58,-0.22,-0.0625,0,-0.0625,-46.875,19.0625,15.875,40.14264467,139.9877958,-1.82301732,18.45556704,67.87006327,259.1645091,360,317.7606728,0,0,0.183444,183.444,,
183.583,0,9.95,0.62,-0.26,-0.0625,-0.0625,0.0625,-44.6875,19.375,12.0625,40.14264467,139.9877958,-14.34651041,18.45556704,66.56006391,259.1645091,360,9.972687702,0,0,0.183583,183.583,,
183.7,0,9.91,0.58,-0.22,0.125,-0.25,-0.0625,-45.75,19.75,15.875,40.14264467,139.9877958,-1.854741169,18.45556704,66.65043281,259.1645091,360,9.938938575,0,0,0.1837,183.7,,
183.82,0,9.9,0.6,-0.21,-0.0625,-0.125,-0.0625,-46.1875,18.375,14.1875,40.14264467,139.9877958,-2.489198079,18.45556704,67.38013505,259.1645091,360,9.940191145,0,0,0.18382,183.82,,
183.929,0,9.93,0.62,-0.21,0,-0.0625,-0.0625,-45.75,19.5,16.25,40.14264467,139.9877958,-1.727845202,18.45556704,66.91486633,259.1645091,360,9.942756157,0,0,0.183929,183.929,,
184.053,0,9.94,0.58,-0.24,0,-0.0625,0.0625,-45.75,18.75,15.5,40.14264467,139.9877958,-1.759569337,18.45556704,67.71441235,259.1645091,360,9.912083535,0,0,0.184053,184.053,,
184.176,0,9.91,0.64,-0.27,-0.0625,0.0625,0.125,-45.75,19.75,16.375,40.14264467,139.9877958,-1.505773581,18.45556704,67.38013505,259.1645091,360,9.931656458,0,0,0.184176,184.176,,
184.327,0,9.93,0.58,-0.24,0,0.375,0,-46.5,19.0625,13.75,40.14264467,139.9877958,-1.505773581,18.45556704,67.70900801,259.1645091,360,9.941026104,0,0,0.184327,184.327,,
184.421,0,9.92,0.64,-0.22,0,-0.25,0.0625,-46.875,18.75,17.25,40.14264467,139.9877958,-2.203697198,18.45556704,68.19859051,259.1645091,360,9.94305788,0,0,0.184421,184.421,,
184.534,0,9.93,0.61,-0.23,0,0,0,-45.75,19.375,15.5,40.14264467,139.9877958,-12.47685804,18.45556704,67.04747508,259.1645091,360,9.92000504,0,0,0.184534,184.534,,
184.666,0,9.94,0.56,-0.26,0.0625,-0.0625,0,-46.1875,18.75,12.875,40.14264467,139.9877958,-13.55432533,18.45556704,68.19859051,259.1645091,360,9.942016898,0,0,0.184666,184.666,,
184.797,0,9.92,0.6,-0.26,-0.0625,0,-0.125,-46.5,18.75,16.75,40.14264467,139.9877958,-1.442323687,18.45556704,68.30561029,259.1645091,360,9.941790583,0,0,0.184797,184.797,,
184.948,0,9.92,0.58,-0.24,-0.0625,0,0,-46.5,18.75,14.1875,40.14264467,139.9877958,-13.9028941,18.45556704,68.03943598,259.1645091,360,9.921678285,0,0,0.184948,184.948,,
185.073,0,9.92,0.58,-0.22,-0.125,-0.0625,0,-46.875,17.5625,14.5625,40.14264467,139.9877958,-14.50494028,18.45556704,67.41268947,259.1645091,360,9.939376238,0,0,0.185073,185.073,,
185.202,0,9.91,0.57,-0.25,0,-0.1875,0,-46.1875,19.0625,13.75,40.14264467,139.9877958,-9.687607483,18.45556704,67.57308653,259.1645091,360,9.929526676,0,0,0.185202,185.202,,
185.334,0,9.92,0.6,-0.23,-0.0625,0,-0.0625,-46.5,19.0625,15.5,40.14264467,139.9877958,-8.292705274,18.45556704,67.70900801,259.1645091,360,9.940191145,0,0,0.185334,185.334,,
185.486,0,9.9,0.54,-0.23,0.0625,0.0625,-0.0625,-46.1875,18,13.25,40.14264467,139.9877958,-23.78477404,18.45556704,67.90511062,259.1645091,360,9.920468739,0,0,0.185486,185.486,,
185.635,0,9.92,0.6,-0.24,0,0.0625,0.125,-46.5,19.375,15.0625,40.14264467,139.9877958,-1.600947706,18.45556704,67.57308653,259.1645091,360,9.930951616,0,0,0.185635,185.635,,
185.75,0,9.93,0.6,-0.24,-0.0625,0.1875,-0.0625,-46.5,19.0625,15.875,40.14264467,139.9877958,-2.013358979,18.45556704,67.70900801,259.1645091,360,9.951004974,0,0,0.18575,185.75,,
185.859,0,9.9,0.58,-0.24,-0.0625,0.125,0.0625,-46.5,19.0625,15.875,40.14264467,139.9877958,-10.35329117,18.45556704,67.70900801,259.1645091,360,9.952858886,0,0,0.185859,185.859,,
185.982,0,9.92,0.57,-0.22,0,0.125,0.1875,-45.375,18.75,14.5625,40.14264467,139.9877958,-1.632672223,18.45556704,67.54845354,259.1645091,360,9.954144865,0,0,0.185982,185.982,,
186.147,0,9.89,0.59,-0.27,0.25,-0.1875,0,-46.875,19.75,15.5,40.14264467,139.9877958,-2.1719744,18.45556704,66.85719893,259.1645091,360,9.911261272,0,0,0.186147,186.147,,
186.283,0,9.91,0.56,-0.24,0.0625,-0.0625,0.125,-45.75,19.0625,15,40.14264467,139.9877958,-1.981635608,18.45556704,67.38013505,259.1645091,360,9.94188111,0,0,0.186283,186.283,,
186.417,0,9.91,0.58,-0.27,0.0625,0.0625,-0.125,-45.75,19.75,15.375,40.14264467,139.9877958,-1.886464922,18.45556704,67.24902366,259.1645091,360,9.930629386,0,0,0.186417,186.417,,
186.521,0,9.94,0.58,-0.25,0,0.3125,0,-47.25,19.0625,14.1875,40.14264467,139.9877958,-1.632672223,18.45556704,68.35556486,259.1645091,360,9.931293974,0,0,0.186521,186.521,,
186.635,0,9.89,0.58,-0.25,0,-0.0625,-0.0625,-46.1875,19.75,16.75,40.14264467,139.9877958,-1.537498385,18.45556704,66.84821211,259.1645091,360,9.960522075,0,0,0.186635,186.635,,
186.757,0,9.93,0.61,-0.21,0.0625,0.125,0.0625,-45.75,19.0625,15.375,40.14264467,139.9877958,-3.345654302,18.45556704,67.38013505,259.1645091,360,9.940789707,0,0,0.186757,186.757,,
186.862,0,9.91,0.59,-0.24,0.0625,0.0625,-0.0625,-46.5,18.75,14.0625,40.14264467,139.9877958,-5.185213763,18.45556704,68.03943598,259.1645091,360,9.930810642,0,0,0.186862,186.862,,
186.967,0,9.91,0.59,-0.23,0.125,0.1875,-0.125,-46.875,19.0625,15,40.14264467,139.9877958,-15.04358402,18.45556704,67.87006327,259.1645091,360,9.930211478,0,0,0.186967,186.967,,
187.122,0,9.89,0.6,-0.19,0.0625,-0.125,0.0625,-46.875,18.375,15.5,40.14264467,139.9877958,-16.40591296,18.45556704,68.99321057,259.1645091,360,9.910005045,0,0,0.187122,187.122,,
187.221,0,9.92,0.6,-0.23,0,-0.3125,0.0625,-45.75,19.0625,16.25,40.14264467,139.9877958,-7.182992086,18.45556704,67.38013505,259.1645091,360,9.940789707,0,0,0.187221,187.221,,
187.347,0,9.92,0.59,-0.22,0.0625,-0.125,-0.1875,-45.75,19.0625,14.1875,40.14264467,139.9877958,-1.696120971,18.45556704,67.38013505,259.1645091,360,9.939964789,0,0,0.187347,187.347,,
187.454,0,9.9,0.6,-0.26,0.0625,-0.0625,0,-46.5,19.0625,16.375,40.14264467,139.9877958,-1.632672223,18.45556704,67.70900801,259.1645091,360,9.94312828,0,0,0.187454,187.454,,
187.614,0,9.9,0.62,-0.25,0.1875,0.125,0,-46.1875,18.375,13.75,40.14264467,139.9877958,-1.410598596,18.45556704,67.87006327,259.1645091,360,9.922545036,0,0,0.187614,187.614,,
187.743,0,9.91,0.57,-0.23,0.0625,-0.125,-0.125,-46.5,19.5,17.1875,40.14264467,139.9877958,-1.505773581,18.45556704,68.11766433,259.1645091,360,9.960747964,0,0,0.187743,187.743,,
187.92,0,9.91,0.55,-0.23,0,-0.125,0.0625,-45.75,19.0625,15,40.14264467,139.9877958,-1.537498385,18.45556704,67.24264304,259.1645091,360,9.918729757,0,0,0.18792,187.92,,
188.055,0,9.93,0.57,-0.21,0,-0.0625,0.25,-46.875,19.0625,15.875,40.14264467,139.9877958,-5.438920897,18.45556704,67.87006327,259.1645091,360,9.951773711,0,0,0.188055,188.055,,
188.157,0,9.92,0.59,-0.21,0.0625,-0.0625,0,-46.875,19.375,14.5625,40.14264467,139.9877958,-4.709496418,18.45556704,66.53241719,259.1645091,360,9.949819094,0,0,0.188157,188.157,,
188.259,0,9.92,0.56,-0.21,-0.0625,0,-0.0625,-46.875,19.375,16.375,40.14264467,139.9877958,-7.531771682,18.45556704,67.543061,259.1645091,360,9.93801288,0,0,0.188259,188.259,,
188.369,0,9.91,0.59,-0.23,-0.0625,-0.0625,0.0625,-46.1875,19.0625,14.0625,40.14264467,139.9877958,-1.791293376,18.45556704,67.57308653,259.1645091,360,9.928590031,0,0,0.188369,188.369,,
188.483,0,9.93,0.56,-0.24,-0.125,-0.25,0.0625,-46.5,19.375,14.5625,40.14264467,139.9877958,-9.529105168,18.45556704,67.38013505,259.1645091,360,9.951004974,0,0,0.188483,188.483,,
188.597,0,9.93,0.58,-0.24,-0.125,-0.0625,0.125,-46.1875,19.0625,15.0625,40.14264467,139.9877958,-1.347148129,18.45556704,67.57308653,259.1645091,360,9.942881876,0,0,0.188597,188.597,,
188.754,0,9.91,0.59,-0.24,-0.125,-0.1875,0.1875,-46.1875,18.375,15.0625,40.14264467,139.9877958,-1.537498385,18.45556704,68.30561029,259.1645091,360,9.930448127,0,0,0.188754,188.754,,
188.918,0,9.92,0.57,-0.23,0,-0.125,0.0625,-45.375,18.75,14.1875,40.14264467,139.9877958,-1.664396645,18.45556704,68.03943598,259.1645091,360,9.939024097,0,0,0.188918,188.918,,
