MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object Distance,Azimuth,Angle,Direction,Fall,,
1.74331E+12,0,-10.0058,0.9702,-1.519,94.7606,-39.7138,-5.5176,-124,-124,-38,0,0,0,16211370.731569242,0,-107.0377678,73.99940598223328,360,10.16684231607828,,
1.74331E+12,0,-8.9866,1.2642,-0.0882,80.3814,53.4432,-25.6196,-117,-117,-49,0,0,0,16211370.731569242,0,-112.7241022,73.99940598223328,360,9.075514334736075,,
1.74331E+12,0,-10.1626,1.7052,-0.4802,58.1856,42.256,-40.4852,-117,-117,-49,0,0,0,16211370.731569242,0,-112.7241022,73.99940598223328,360,10.315848866671129,,
1.74331E+12,0,-9.9666,1.323,-1.1074,30.153,10.374,-7.0756,-121,-121,-63,0,0,0,16211370.731569242,0,-117.5042421,73.99940598223328,360,10.114829673306417,,
1.74331E+12,0,-9.751,1.4993999999999998,-0.588,9.2758,10.925,-0.9766,-111,-111,-62,0,0,0,16211370.731569242,0,-119.1859158,73.99940598223328,360,9.883114152937827,,
1.74331E+12,0,-10.6722,2.0286,-0.343,-28.2226,38.057,-21.1432,-108,-108,-67,0,0,0,16211370.731569242,0,-121.8142387,73.99940598223328,360,10.86870368535273,,
1.74331E+12,0,-10.6918,0.9702,-0.8526,-89.129,26.1478,45.2048,-110,-110,-72,0,0,0,16211370.731569242,0,-123.2065703,73.99940598223328,360,10.769531189425098,,
1.74331E+12,0,-9.2218,1.4112,-1.1564,-122.8996,-16.815,25.0914,-106,-106,-68,0,0,0,16211370.731569242,0,-122.6805547,73.99940598223328,360,9.400550071139454,,
1.74331E+12,0,-9.2218,2.2148,-1.1956,-124.5146,-26.1858,-14.991,-106,-106,-68,0,0,0,16211370.731569242,0,-122.6805547,73.99940598223328,360,9.559100043414128,,
1.74331E+12,0,-10.0842,2.2148,-1.1956,-124.5146,24.8824,-47.6672,-106,-106,-68,0,0,0,16211370.731569242,0,-122.6805547,73.99940598223328,360,10.393550309687253,,
1.74331E+12,0,-8.7122,1.8228,-0.2548,-124.5146,68.1036,-40.9374,-104,-104,-51,0,0,0,16211370.731569242,0,-116.1226215,73.99940598223328,360,8.904490536802202,,
1.74331E+12,0,-10.8486,0.8623999999999999,-1.4308,-124.5146,5.1414,-6.4106,-107,-107,-31,0,0,0,16211370.731569242,0,-106.1573399,73.99940598223328,360,10.97647686464104,,
1.74331E+12,0,-11.2014,0.6566,-2.695,-124.5146,-40.7854,-19.3914,-110,-110,12,0,0,0,16211370.731569242,0,-83.77417094,73.99940598223328,360,11.539736154696085,,
1.74331E+12,0,-10.3978,0.7644,-1.7248,-124.5146,69.027,-4.5486,-110,-110,12,0,0,0,16211370.731569242,0,-83.77417094,73.99940598223328,360,10.567567706903988,,
1.74331E+12,0,-10.1136,0.0686,-0.392,-124.5146,124.5108,48.1346,-109,-109,47,0,0,0,16211370.731569242,0,-66.67464912,73.99940598223328,360,10.121426525939908,,
1.74331E+12,0,-12.005,-0.196,-1.3818,-124.5146,72.0746,15.827,-109,-109,47,0,0,0,16211370.731569242,0,-66.67464912,73.99940598223328,360,12.085851738293004,,
1.74331E+12,0,-10.1822,1.1368,-2.842,-124.5146,-6.308,-94.791,-106,-106,82,0,0,0,16211370.731569242,0,-52.27500496,73.99940598223328,360,10.632331591894602,,
1.74331E+12,0,-9.0258,-0.5782,-1.1368,-124.5146,59.926,-66.728,-110,-110,108,0,0,0,16211370.731569242,0,-45.52563461,73.99940598223328,360,9.115464613501606,,
1.74331E+12,0,-12.838,-0.0392,-1.568,-124.5146,65.778,-39.045,-129,-129,92,0,0,0,16211370.731569242,0,-54.50435872,73.99940598223328,360,12.933460659854346,,
1.74331E+12,0,-12.397,-0.5684,-3.2536,-124.5146,-14.5844,-7.9344,-129,-129,92,0,0,0,16211370.731569242,0,-54.50435872,73.99940598223328,360,12.829442720554935,,
1.74331E+12,0,-11.809,-0.294,-2.2834,-124.5146,-4.2218,-28.6254,-127,-127,74,0,0,0,16211370.731569242,0,-59.77162149,73.99940598223328,360,12.031327132116388,,
1.74331E+12,0,-8.7122,-0.245,0.6467999999999999,-124.5146,124.5146,-20.387,-124,-124,29,0,0,0,16211370.731569242,0,-76.83676751,73.99940598223328,360,8.739611208743783,,
1.74331E+12,0,-16.0132,0.34299999999999997,-2.1168,-124.5146,111.1918,2.4472,-115,-115,-21,0,0,0,16211370.731569242,0,-100.3486841,73.99940598223328,360,16.156146368487754,,
1.74331E+12,0,-13.3378,1.0191999999999999,0.784,-58.5276,3.7734,-123.8116,-111,-111,-35,0,0,0,16211370.731569242,0,-107.5008613,73.99940598223328,360,13.399639304100688,,
1.74331E+12,0,-11.8874,-1.8914,0.1568,90.155,30.6204,36.879,-91,-91,-38,0,0,0,16211370.731569242,0,-112.6645574,73.99940598223328,360,12.037950779098574,,
1.74331E+12,0,-11.8874,-1.8914,0.1568,124.5146,6.7792,70.2468,-86,-86,-27,0,0,0,16211370.731569242,0,-107.4298628,73.99940598223328,360,12.037950779098574,,
1.74331E+12,0,-9.3002,0.0882,-0.9016,124.5146,-105.944,25.7792,-102,-102,9,0,0,0,16211370.731569242,0,-84.95754893,73.99940598223328,360,9.344216491,,
1.74331E+12,0,-10.5448,-1.4406,-1.6954,124.5108,16.5262,124.5108,-110,-110,67,0,0,0,16211370.731569242,0,-58.65478586,73.99940598223328,360,10.776943748577331,,
1.74331E+12,0,-6.321,1.0976,0.0098,124.5146,93.2786,-46.7628,-120,-120,92,0,0,0,16211370.731569242,0,-52.52382044,73.99940598223328,360,6.415595280252644,,
1.74331E+12,0,-11.9952,0.0686,-1.862,124.5146,57.5092,33.5996,-132,-132,82,0,0,0,16211370.731569242,0,-58.15094868,73.99940598223328,360,12.139051569212478,,
1.74331E+12,0,-14.2198,-1.2544,-0.9702,124.5108,60.9254,93.974,-132,-132,82,0,0,0,16211370.731569242,0,-58.15094868,73.99940598223328,360,14.30795301362148,,
1.74331E+12,0,-12.4362,0.4018,-0.686,124.5108,-16.5794,20.0222,-146,-146,70,0,0,0,16211370.731569242,0,-64.38451568,73.99940598223328,360,12.461585359816784,,
1.74331E+12,0,-10.3978,0.6272,0.3136,124.5108,-36.3052,-52.1018,-142,-142,61,0,0,0,16211370.731569242,0,-66.75272999,73.99940598223328,360,10.421418792083927,,
1.74331E+12,0,-12.0932,0.147,-0.7448,124.5108,-21.527,5.225,-142,-142,61,0,0,0,16211370.731569242,0,-66.75272999,73.99940598223328,360,12.1170055,,
1.74331E+12,0,-11.907,-1.1858,-0.6762,124.5108,-8.5158,65.8502,-134,-134,42,0,0,0,16211370.731569242,0,-72.59729587,73.99940598223328,360,11.984991325820808,,
1.74331E+12,0,-11.907,-1.1858,-0.6762,124.5108,-21.3294,92.0094,-134,-134,42,0,0,0,16211370.731569242,0,-72.59729587,73.99940598223328,360,11.984991325820808,,
1.74331E+12,0,-11.7404,-0.1568,-1.8032,124.5108,16.3438,70.775,-126,-126,11,0,0,0,16211370.731569242,0,-85.01063743,73.99940598223328,360,11.879103865191178,,
1.74331E+12,0,-11.2308,-0.5194,-1.9502,124.5108,34.9638,42.807,-122,-122,-38,0,0,0,16211370.731569242,0,-107.3005272,73.99940598223328,360,11.410693451320126,,
1.74331E+12,0,-12.1814,-1.1074,-3.8318,124.5108,-27.4398,61.788,-112,-112,-64,0,0,0,16211370.731569242,0,-119.7448813,73.99940598223328,360,12.817781865829984,,
1.74331E+12,0,-11.4366,-1.0192,-3.136,124.5108,-61.1116,9.025,-121,-121,-44,0,0,0,16211370.731569242,0,-109.9831065,73.99940598223328,360,11.902482270518197,,
1.74331E+12,0,-12.2402,-0.343,-2.6362,124.5108,37.0994,2.8234,-129,-129,55,0,0,0,16211370.731569242,0,-66.90870483,73.99940598223328,360,12.52556168321405,,
1.74331E+12,0,-10.9956,-0.441,-3.2732,124.5108,-70.5888,11.9434,-97,-97,87,0,0,0,16211370.731569242,0,-48.11084065,73.99940598223328,360,11.480920633816785,,
1.74331E+12,0,-10.7898,-0.2646,-2.8126,124.5108,-43.1794,10.2904,-123,-123,87,0,0,0,16211370.731569242,0,-54.72757855,73.99940598223328,360,11.153497924866441,,
1.74331E+12,0,-10.5938,0.2842,-1.0486,124.5146,-20.5124,17.0886,-123,-123,87,0,0,0,16211370.731569242,0,-54.72757855,73.99940598223328,360,10.649362893619505,,
1.74331E+12,0,-10.5938,0.2842,-1.0486,124.5146,-42.4004,63.4486,-117,-117,106,0,0,0,16211370.731569242,0,-47.82396029,73.99940598223328,360,10.649362893619505,,
1.74331E+12,0,-8.918,1.2642,-1.5092,124.5146,-55.8828,16.5604,-110,-110,110,0,0,0,16211370.731569242,0,-45,73.99940598223328,360,9.132721953503237,,
1.74331E+12,0,-9.1924,0.392,-0.5488,8.7362,31.597,-55.822,-111,-111,105,0,0,0,16211370.731569242,0,-46.59114027,73.99940598223328,360,9.217107094962062,,
1.74331E+12,0,-11.1328,-0.6174,-1.323,-85.3024,-7.41,81.073,-114,-114,104,0,0,0,16211370.731569242,0,-47.62640564,73.99940598223328,360,11.228123066657222,,
1.74331E+12,0,-10.7016,1.274,-0.931,-102.2998,17.8296,-61.028,-117,-117,110,0,0,0,16211370.731569242,0,-46.76627049,73.99940598223328,360,10.817304634704524,,
1.74331E+12,0,-8.33,0.5978,-0.2744,-123.31,70.2734,-97.451,-122,-122,99,0,0,0,16211370.731569242,0,-50.94151979,73.99940598223328,360,8.355929643073834,,
1.74331E+12,0,-10.7016,-0.2352,-0.6468,-121.524,66.88,-31.578,-122,-122,99,0,0,0,16211370.731569242,0,-50.94151979,73.99940598223328,360,10.723707933359616,,
1.74331E+12,0,-13.1418,-0.3626,-1.4112,-117.8494,-42.2142,50.388,-131,-131,85,0,0,0,16211370.731569242,0,-57.02227669,73.99940598223328,360,13.222324736596057,,
1.74331E+12,0,-11.319,0.8231999999999999,-0.0098,-84.5804,-8.3524,-6.156,-131,-131,85,0,0,0,16211370.731569242,0,-57.02227669,73.99940598223328,360,11.348899298169844,,
1.74331E+12,0,-7.5166,1.5582,1.2249999999999999,-29.1042,68.856,-77.1362,-129,-129,84,0,0,0,16211370.731569242,0,-56.92932218,73.99940598223328,360,7.773537663123528,,
1.74331E+12,0,-11.9266,-0.4312,-0.784,-2.2496,1.2692,28.1238,-124,-124,69,0,0,0,16211370.731569242,0,-60.90617908,73.99940598223328,360,11.960116094754262,,
1.74331E+12,0,-11.3876,0.43119999999999997,-0.588,28.9788,-55.0848,33.4514,-130,-130,67,0,0,0,16211370.731569242,0,-62.73411797,73.99940598223328,360,11.41092069904966,,
1.74331E+12,0,-7.301,1.2838,0.3332,56.1184,-18.9848,-62.624,-123,-123,81,0,0,0,16211370.731569242,0,-56.633634,73.99940598223328,360,7.420496323023144,,
1.74331E+12,0,-7.301,1.2838,0.3332,62.0996,-4.1306,-80.3092,-115,-115,86,0,0,0,16211370.731569242,0,-53.20990144,73.99940598223328,360,7.420496323023144,,
1.74331E+12,0,-10.045,0.1568,-0.882,48.1878,-57.114,13.9004,-116,-116,98,0,0,0,16211370.731569242,0,-49.80795396,73.99940598223328,360,10.08486664463145,,
1.74331E+12,0,-7.9086,1.2642,-0.4018,39.3908,-63.2928,-14.649,-108,-108,109,0,0,0,16211370.731569242,0,-44.73596602,73.99940598223328,360,8.019077181,,
1.74331E+12,0,-6.3014,1.3132,0.0392,33.4476,-37.012,-12.2246,-98,-98,123,0,0,0,16211370.731569242,0,-38.54601341,73.99940598223328,360,6.436899318771422,,
1.74331E+12,0,-7.2716,0.245,-0.2058,10.2068,-36.7764,80.2484,-90,-90,128,0,0,0,16211370.731569242,0,-35.11201118,73.99940598223328,360,7.278636218413447,,
1.74331E+12,0,-7.4284,0.3822,-0.3234,-1.976,-34.5116,110.7472,-90,-90,128,0,0,0,16211370.731569242,0,-35.11201118,73.99940598223328,360,7.445252914441523,,
1.74331E+12,0,-6.4484,0.98,0.0686,-3.6366,-13.9802,80.0052,-87,-87,131,0,0,0,16211370.731569242,0,-33.58901687,73.99940598223328,360,6.522803732,,
1.74331E+12,0,-5.978,1.0094,0.196,-6.0344,17.442,46.322,-89,-89,124,0,0,0,16211370.731569242,0,-35.66858947,73.99940598223328,360,6.065788354369117,,
1.74331E+12,0,-6.6248,0.4508,-0.098,-17.2368,22.99,66.196,-89,-89,124,0,0,0,16211370.731569242,0,-35.66858947,73.99940598223328,360,6.640843295847297,,
1.74331E+12,0,-7.203,0.2352,-0.196,-30.9054,25.0496,99.161,-92,-92,124,0,0,0,16211370.731569242,0,-36.57303098,73.99940598223328,360,7.209503730493521,,
1.74331E+12,0,-7.0266,0.7252,0.0098,-35.5034,33.801,88.274,-92,-92,124,0,0,0,16211370.731569242,0,-36.57303098,73.99940598223328,360,7.063930820725809,,
1.74331E+12,0,-7.0266,0.7252,0.0098,-36.3166,52.3906,42.427,-95,-95,121,0,0,0,16211370.731569242,0,-38.13630809,73.99940598223328,360,7.063930820725809,,
1.74331E+12,0,-7.497,1.0584,0.0098,-40.2762,77.1476,6.7716,-110,-110,112,0,0,0,16211370.731569242,0,-44.48383577,73.99940598223328,360,7.571348334345739,,
1.74331E+12,0,-8.869,0.588,-0.4018,-48.2334,73.4008,18.7188,-110,-110,112,0,0,0,16211370.731569242,0,-44.48383577,73.99940598223328,360,8.897547315974217,,
1.74331E+12,0,-9.653,0.588,-0.4312,-61.4194,82.3764,18.107,-129,-129,85,0,0,0,16211370.731569242,0,-56.61852435,73.99940598223328,360,9.680500319714886,,
1.74331E+12,0,-11.319,1.0191999999999999,-0.7546,-66.0326,93.4078,-25.6576,-129,-129,85,0,0,0,16211370.731569242,0,-56.61852435,73.99940598223328,360,11.389817856313593,,
1.74331E+12,0,-11.8972,0.6859999999999999,-1.2054,-86.3094,22.6822,-32.1822,-137,-137,55,0,0,0,16211370.731569242,0,-68.12652039,73.99940598223328,360,11.977769116158484,,
1.74331E+12,0,-11.123,0.735,-0.6664,-93.0544,24.8368,-34.1354,-137,-137,55,0,0,0,16211370.731569242,0,-68.12652039,73.99940598223328,360,11.167159126653475,,
1.74331E+12,0,-11.172,0.637,-0.9702,-104.6672,-6.3156,-55.5902,-142,-142,44,0,0,0,16211370.731569242,0,-72.78392641,73.99940598223328,360,11.232125401721616,,
1.74331E+12,0,-11.172,0.637,-0.9702,-103.0636,4.1572,-49.9092,-140,-140,39,0,0,0,16211370.731569242,0,-74.43368218,73.99940598223328,360,11.232125401721616,,
1.74331E+12,0,-11.3582,0.3724,-0.5782,-93.8448,-5.0388,-34.884,-134,-134,22,0,0,0,16211370.731569242,0,-80.67640822,73.99940598223328,360,11.379002778802718,,
1.74331E+12,0,-10.5644,0.12739999999999999,-0.4998,-49.533,-22.2186,-19.2736,-134,-134,22,0,0,0,16211370.731569242,0,-80.67640822,73.99940598223328,360,10.576983414943978,,
1.74331E+12,0,-10.5644,0.12739999999999999,-0.4998,-21.8006,-15.5534,4.256,-133,-133,22,0,0,0,16211370.731569242,0,-80.60755066,73.99940598223328,360,10.576983414943978,,
1.74331E+12,0,-10.731,-0.0294,-0.2352,-0.6574,8.8426,37.4224,-123,-123,22,0,0,0,16211370.731569242,0,-79.85920685,73.99940598223328,360,10.733617488992236,,
1.74331E+12,0,-10.5742,1.0486,-0.5096,2.1546,13.5014,-16.91,-123,-123,22,0,0,0,16211370.731569242,0,-79.85920685,73.99940598223328,360,10.638278044871734,,
1.74331E+12,0,-11.1426,0.8134,-0.637,-0.9804,9.3328,-17.0506,-133,-133,19,0,0,0,16211370.731569242,0,-81.86989765,73.99940598223328,360,11.190394243278474,,
1.74331E+12,0,-11.1426,0.8134,-0.637,-7.2656,7.2694,1.1438,-133,-133,19,0,0,0,16211370.731569242,0,-81.86989765,73.99940598223328,360,11.190394243278474,,
1.74331E+12,0,-10.2312,0.8036,-0.3822,-10.849,19.8056,-8.5956,-135,-135,16,0,0,0,16211370.731569242,0,-83.24091887,73.99940598223328,360,10.269824888477896,,
1.74331E+12,0,-12.005,0.245,-0.8428,-15.6028,30.058,-25.9046,-126,-126,14,0,0,0,16211370.731569242,0,-83.65980825,73.99940598223328,360,12.037041241102399,,
1.74331E+12,0,-12.005,0.245,-0.8428,-15.8688,29.1802,-20.4478,-127,-127,6,0,0,0,16211370.731569242,0,-87.29512401,73.99940598223328,360,12.037041241102399,,
1.74331E+12,0,-12.0246,0.43119999999999997,-0.6468,-3.6556,25.403,-43.985,-127,-127,6,0,0,0,16211370.731569242,0,-87.29512401,73.99940598223328,360,12.049700778027644,,
1.74331E+12,0,-11.319,0.5684,-0.1568,17.9436,23.7538,-49.305,-124,-124,1,0,0,0,16211370.731569242,0,-89.53794728,73.99940598223328,360,11.334347171319571,,
1.74331E+12,0,-11.7208,-0.0098,-0.3038,37.563,10.2486,-22.2414,-124,-124,1,0,0,0,16211370.731569242,0,-89.53794728,73.99940598223328,360,11.724740641907605,,
1.74331E+12,0,-11.7208,-0.0196,-0.1568,72.0936,2.0444,4.6094,-118,-118,7,0,0,0,16211370.731569242,0,-86.60507646,73.99940598223328,360,11.72186516899081,,
1.74331E+12,0,-10.976,-0.0196,-0.1568,100.7,-0.3496,9.291,-118,-118,7,0,0,0,16211370.731569242,0,-86.60507646,73.99940598223328,360,10.977137441063585,,
1.74331E+12,0,-10.3488,0.1666,-0.1274,122.284,-1.3224,14.6566,-114,-114,17,0,0,0,16211370.731569242,0,-81.51839421,73.99940598223328,360,10.350924971228416,,
1.74331E+12,0,-10.4958,0.196,-0.196,124.5146,9.0478,12.483,-114,-114,17,0,0,0,16211370.731569242,0,-81.51839421,73.99940598223328,360,10.499459492754852,,
1.74331E+12,0,-10.4272,0.4018,-0.3724,124.5146,8.0446,-3.2148,-119,-119,37,0,0,0,16211370.731569242,0,-72.72825742,73.99940598223328,360,10.441581529634291,,
1.74331E+12,0,-10.4272,0.4018,-0.3724,124.5108,-0.7486,8.7628,-119,-119,37,0,0,0,16211370.731569242,0,-72.72825742,73.99940598223328,360,10.441581529634291,,
1.74331E+12,0,-11.0544,0.1862,-1.1172,123.2112,-33.9682,21.318,-122,-122,79,0,0,0,16211370.731569242,0,-57.07528858,73.99940598223328,360,11.112270948820496,,
1.74331E+12,0,-10.1234,0.7153999999999999,-0.6076,107.1638,-17.4534,-15.3368,-122,-122,79,0,0,0,16211370.731569242,0,-57.07528858,73.99940598223328,360,10.166818700065424,,
1.74331E+12,0,-10.0156,0.3626,-0.7742,79.458,-26.1212,-1.0336,-117,-117,92,0,0,0,16211370.731569242,0,-51.82115236,73.99940598223328,360,10.052020083545395,,
1.74331E+12,0,-9.5844,0.25479999999999997,-0.5978,52.326,-27.8008,28.4164,-114,-114,101,0,0,0,16211370.731569242,0,-48.46018323,73.99940598223328,360,9.606404699,,
1.74331E+12,0,-9.5844,0.25479999999999997,-0.5978,27.626,-16.929,37.1868,-114,-114,101,0,0,0,16211370.731569242,0,-48.46018323,73.99940598223328,360,9.606404699,,
1.74331E+12,0,-8.4084,0.48019999999999996,-0.343,1.5997999999999999,-2.204,32.5964,-111,-111,103,0,0,0,16211370.731569242,0,-47.14090137,73.99940598223328,360,8.429082488622353,,
1.74331E+12,0,-7.399,0.7056,-0.2842,-32.5812,14.6528,14.1512,-111,-111,103,0,0,0,16211370.731569242,0,-47.14090137,73.99940598223328,360,7.4379998655552555,,
1.74331E+12,0,-7.056,0.8428,-0.3038,-74.9094,31.4792,13.5356,-114,-114,103,0,0,0,16211370.731569242,0,-47.90191047,73.99940598223328,360,7.112646643830973,,
1.74331E+12,0,-7.3696,0.441,-0.4802,-123.7166,39.1932,41.5036,-119,-119,92,0,0,0,16211370.731569242,0,-52.29205896,73.99940598223328,360,7.398383418,,
1.74331E+12,0,-7.8694,0.1764,-0.8624,-124.5146,38.8056,42.5676,-127,-127,70,0,0,0,16211370.731569242,0,-61.13727656,73.99940598223328,360,7.918478836241213,,
1.74331E+12,0,-7.5362,0.2646,-1.2152,-124.5146,32.1442,22.1806,-127,-127,70,0,0,0,16211370.731569242,0,-61.13727656,73.99940598223328,360,7.638130310488294,,
1.74331E+12,0,-7.644,-0.098,-1.7052,-124.5146,19.5396,25.9464,-130,-130,37,0,0,0,16211370.731569242,0,-74.1128315,73.99940598223328,360,7.832499412065092,,
1.74331E+12,0,-8.5848,-0.637,-2.1658,-124.5146,15.2418,13.376,-137,-137,6,0,0,0,16211370.731569242,0,-87.49229827,73.99940598223328,360,8.876668839,,
1.74331E+12,0,-9.0356,-0.637,-2.3716,-124.5146,-6.6842,-1.5998,-143,-143,-23,0,0,0,16211370.731569242,0,-99.13715101,73.99940598223328,360,9.363349983846595,,
1.74331E+12,0,-9.1826,-0.5096,-2.5186,-124.5146,-12.7832,-18.4186,-145,-145,-31,0,0,0,16211370.731569242,0,-102.067769,73.99940598223328,360,9.535364748136276,,
1.74331E+12,0,-9.5942,-0.686,-1.8032,-124.5146,25.9578,1.5542,-145,-145,-31,0,0,0,16211370.731569242,0,-102.067769,73.99940598223328,360,9.786255661896432,,
1.74331E+12,0,-10.1724,-0.882,-1.568,-124.5146,33.8504,-3.5036,-140,-140,-33,0,0,0,16211370.731569242,0,-103.2633287,73.99940598223328,360,10.330259907669312,,
1.74331E+12,0,-10.5938,-0.1372,-1.6856,-124.5146,30.7838,-32.9878,-140,-140,-33,0,0,0,16211370.731569242,0,-103.2633287,73.99940598223328,360,10.72793874143584,,
1.74331E+12,0,-11.319,-0.5292,-1.3916,-124.5146,31.9998,-18.5174,-133,-133,-25,0,0,0,16211370.731569242,0,-100.6456633,73.99940598223328,360,11.416495267813147,,
1.74331E+12,0,-11.5542,-0.5978,-1.0388,-124.5146,45.2314,12.2664,-129,-129,-19,0,0,0,16211370.731569242,0,-98.37867251,73.99940598223328,360,11.616195931543166,,
1.74331E+12,0,-11.1328,0.049,-0.833,-110.656,40.7512,25.2548,-125,-125,-16,0,0,0,16211370.731569242,0,-97.29419631,73.99940598223328,360,11.164028208491771,,
1.74331E+12,0,-12.1128,-0.0686,-0.5978,-57.494,58.539,54.15,-125,-125,-16,0,0,0,16211370.731569242,0,-97.29419631,73.99940598223328,360,12.127736583550947,,
1.74331E+12,0,-11.6718,-0.4606,-0.3136,73.5604,41.382,18.6124,-115,-115,-15,0,0,0,16211370.731569242,0,-97.43140797,73.99940598223328,360,11.685093605102185,,
1.74331E+12,0,-10.8388,-0.8134,-0.098,124.5108,32.2772,21.9944,-114,-114,-26,0,0,0,16211370.731569242,0,-102.8477049,73.99940598223328,360,10.869719821596139,,
1.74331E+12,0,-10.535,-0.6468,-0.5096,124.5108,36.4648,47.348,-107,-107,-53,0,0,0,16211370.731569242,0,-116.3504612,73.99940598223328,360,10.567131465066572,,
1.74331E+12,0,-10.7016,0.637,-1.4406,124.5108,17.8904,45.7976,-107,-107,-53,0,0,0,16211370.731569242,0,-116.3504612,73.99940598223328,360,10.816900661464908,,
1.74331E+12,0,-10.8094,0.637,-1.764,124.5108,-2.9716,54.7694,-95,-95,-67,0,0,0,16211370.731569242,0,-125.1939072,73.99940598223328,360,10.970897564009976,,
1.74331E+12,0,-10.4468,0.5488,-1.47,124.5108,-1.8392,55.7004,-95,-95,-67,0,0,0,16211370.731569242,0,-125.1939072,73.99940598223328,360,10.563981809904824,,
1.74331E+12,0,-10.4664,0.9309999999999999,-1.4896,124.5108,-15.0214,24.738,-94,-94,-78,0,0,0,16211370.731569242,0,-129.6854543,73.99940598223328,360,10.612784654368522,,
1.74331E+12,0,-11.8286,0.4508,-1.6562,124.5146,-11.1758,79.325,-100,-100,-82,0,0,0,16211370.731569242,0,-129.3517526,73.99940598223328,360,11.952489156656869,,
1.74331E+12,0,-12.103,0.0294,-1.225,124.4804,8.664,84.0218,-100,-100,-82,0,0,0,16211370.731569242,0,-129.3517526,73.99940598223328,360,12.164871489662355,,
1.74331E+12,0,-11.6326,0.8722,-1.3524,124.5108,-3.876,49.115,-96,-96,-77,0,0,0,16211370.731569242,0,-128.7325186,73.99940598223328,360,11.74338543,,
1.74331E+12,0,-11.5836,0.9114,-1.47,124.4918,-13.0454,37.730199999999996,-96,-96,-77,0,0,0,16211370.731569242,0,-128.7325186,73.99940598223328,360,11.71201685961901,,
1.74331E+12,0,-12.152,0.4018,-1.519,123.5608,-26.6646,46.9566,-98,-98,-76,0,0,0,16211370.731569242,0,-127.793943,73.99940598223328,360,12.253159112653357,,
1.74331E+12,0,-11.711,0.6859999999999999,-1.5288,113.4148,-29.545,34.3406,-103,-103,-66,0,0,0,16211370.731569242,0,-122.6508023,73.99940598223328,360,11.830272458400948,,
1.74331E+12,0,-11.5248,0.784,-1.2838,102.6798,-19.5092,28.025,-103,-103,-66,0,0,0,16211370.731569242,0,-122.6508023,73.99940598223328,360,11.622556236904169,,
1.74331E+12,0,-11.5248,0.784,-1.2838,82.9312,-8.5918,24.2402,-111,-111,-58,0,0,0,16211370.731569242,0,-117.5880814,73.99940598223328,360,11.622556236904169,,
1.74331E+12,0,-11.8286,0.6272,-1.372,61.2028,-18.145,17.5218,-111,-111,-58,0,0,0,16211370.731569242,0,-117.5880814,73.99940598223328,360,11.924409494813569,,
1.74331E+12,0,-11.8286,0.6664,-1.6562,31.8668,-25.5398,11.9966,-120,-120,-50,0,0,0,16211370.731569242,0,-112.6198649,73.99940598223328,360,11.962560986678396,,
1.74331E+12,0,-11.4758,0.6272,-1.421,10.4728,-19.6916,11.324,-123,-123,-43,0,0,0,16211370.731569242,0,-109.2692944,73.99940598223328,360,11.580440685915194,,
1.74331E+12,0,-11.5346,0.5095999999999999,-1.5288,-38.2128,-6.213,9.0364,-123,-123,-43,0,0,0,16211370.731569242,0,-109.2692944,73.99940598223328,360,11.646626926282131,,
1.74331E+12,0,-11.3974,0.6174,-1.3132,-60.781,9.6406,2.2876,-119,-119,-44,0,0,0,16211370.731569242,0,-110.2917677,73.99940598223328,360,11.489403977578647,,
1.74331E+12,0,-11.5052,0.539,-1.813,-96.4896,2.4852,-6.9844,-116,-116,-54,0,0,0,16211370.731569242,0,-114.9627898,73.99940598223328,360,11.659636231032254,,
1.74331E+12,0,-11.8384,0.5194,-1.9208,-123.4544,-2.2078,-10.1688,-116,-116,-54,0,0,0,16211370.731569242,0,-114.9627898,73.99940598223328,360,12.00445598767391,,
1.74331E+12,0,-11.5444,0.637,-2.1854,-124.5146,-16.3552,-22.4162,-117,-117,-59,0,0,0,16211370.731569242,0,-116.7605992,73.99940598223328,360,11.766686599038831,,
1.74331E+12,0,-11.7992,0.6174,-2.6166,-124.5146,-13.0644,-34.4318,-124,-124,-60,0,0,0,16211370.731569242,0,-115.820992,73.99940598223328,360,12.101607288290262,,
1.74331E+12,0,-11.5052,0.7644,-2.4696,-124.5146,3.4428,-68.5482,-129,-129,-58,0,0,0,16211370.731569242,0,-114.2092747,73.99940598223328,360,11.792067611746466,,
1.74331E+12,0,-11.3386,0.588,-2.6166,-124.5146,21.5992,-93.9132,-123,-123,-40,0,0,0,16211370.731569242,0,-108.0146939,73.99940598223328,360,11.651445812430318,,
1.74331E+12,0,-11.4464,0.147,-2.352,-124.5146,31.2018,-83.4974,-123,-123,-40,0,0,0,16211370.731569242,0,-108.0146939,73.99940598223328,360,11.686470209605636,,
1.74331E+12,0,-11.9266,-0.0098,-2.3128,-124.5146,34.8042,-64.9078,-123,-123,-19,0,0,0,16211370.731569242,0,-98.78116273,73.99940598223328,360,12.148782961268177,,
1.74331E+12,0,-11.9266,-0.0098,-2.3128,-124.5146,47.9142,-46.911,-123,-123,-19,0,0,0,16211370.731569242,0,-98.78116273,73.99940598223328,360,12.148782961268177,,
