MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object Distance,Azimuth,Angle,Direction,Fall,,19.28144708
1.74332E+12,0,9.5354,-0.5194,1.1368,0.3458,0.741,-0.5814,71,71,92,0,0,0,16211370.731569242,0,37.65877418863583,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.6688,-0.3344,0.0152,71,71,92,0,0,0,16211370.731569242,0,37.65877418863583,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.76,0.722,-0.703,58,58,91,0,0,0,16211370.731569242,0,32.511914231051485,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5452,-0.5292,1.1466,-0.6612,0.0912,0.5776,58,58,91,0,0,0,16211370.731569242,0,32.511914231051485,73.99940598223328,360,9.628374070423313,,
1.74332E+12,0,9.5452,-0.5292,1.1466,-0.2584,-0.4902,-0.019,66,66,89,0,0,0,16211370.731569242,0,36.559634724493364,73.99940598223328,360,9.628374070423313,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.0912,-0.0798,0.076,66,66,89,0,0,0,16211370.731569242,0,36.559634724493364,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.0646,-0.6384,0.3458,66,66,89,0,0,0,16211370.731569242,0,36.559634724493364,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,0.0608,-0.5168,-0.4978,55,55,93,0,0,0,16211370.731569242,0,30.599978693208946,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.5282,-0.6118,0.4522,55,55,93,0,0,0,16211370.731569242,0,30.599978693208946,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,0.6384,0.1444,-0.323,55,55,92,0,0,0,16211370.731569242,0,30.872083363080307,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5158,-0.539,1.1563999999999999,0.0912,0.076,0.836,55,55,92,0,0,0,16211370.731569242,0,30.872083363080307,73.99940598223328,360,9.600949515542721,,
1.74332E+12,0,9.5158,-0.539,1.1563999999999999,0.0456,0.6004,-0.1596,55,55,92,0,0,0,16211370.731569242,0,30.872083363080307,73.99940598223328,360,9.600949515542721,,
1.74332E+12,0,9.5354,-0.5292,1.1563999999999999,0.1596,0.6422,-0.5092,59,59,89,0,0,0,16211370.731569242,0,33.54124765,73.99940598223328,360,9.619831950715145,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1368,-0.0988,-0.4294,0.0608,59,59,89,0,0,0,16211370.731569242,0,33.54124765,73.99940598223328,360,9.607244451974768,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1368,0.9766,0.513,-0.0684,59,59,89,0,0,0,16211370.731569242,0,33.54124765,73.99940598223328,360,9.607244451974768,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.7106,0.0152,0.532,55,55,93,0,0,0,16211370.731569242,0,30.599978693208946,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,0.4826,-0.095,-0.9386,55,55,93,0,0,0,16211370.731569242,0,30.599978693208946,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.5354,-0.5292,1.1466,-0.3496,-0.2166,0.0646,55,55,93,0,0,0,16211370.731569242,0,30.599978693208946,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.3002,-0.7296,-0.3534,56,56,92,0,0,0,16211370.731569242,0,31.328692867804172,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,0.6688,-0.4902,-0.5016,56,56,92,0,0,0,16211370.731569242,0,31.328692867804172,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1563999999999999,-0.1634,-0.228,-0.5396,55,55,92,0,0,0,16211370.731569242,0,30.872083363080307,73.99940598223328,360,9.610118051,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1368,-0.1672,-0.5586,-0.2774,55,55,92,0,0,0,16211370.731569242,0,30.872083363080307,73.99940598223328,360,9.607244451974768,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-0.0646,0.1786,-0.2052,55,55,92,0,0,0,16211370.731569242,0,30.872083363080307,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,0.5358,0.8436,-0.2394,56,56,96,0,0,0,16211370.731569242,0,30.256437163529256,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1368,0.3078,0.532,-0.5928,56,56,96,0,0,0,16211370.731569242,0,30.256437163529256,73.99940598223328,360,9.607779256415084,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1368,-0.7334,-0.0912,0.2432,62,62,94,0,0,0,16211370.731569242,0,33.40782458970892,73.99940598223328,360,9.607779256415084,,
1.74332E+12,0,9.5354,-0.5292,1.1368,-0.741,-0.1064,0.1596,62,62,94,0,0,0,16211370.731569242,0,33.40782458970892,73.99940598223328,360,9.617495518,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.7106,-0.1368,-0.5852,69,69,94,0,0,0,16211370.731569242,0,36.28025349376267,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.3382,-0.475,0.3344,69,69,94,0,0,0,16211370.731569242,0,36.28025349376267,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,0.0646,-0.6802,-0.0646,69,69,94,0,0,0,16211370.731569242,0,36.28025349376267,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,0.3876,-0.076,-0.5738,56,56,93,0,0,0,16211370.731569242,0,31.05427111635278,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.8474,-0.7524,0.798,56,56,93,0,0,0,16211370.731569242,0,31.05427111635278,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.0266,0.399,0.0456,64,64,94,0,0,0,16211370.731569242,0,34.24903300681195,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.1786,-0.019,-0.4674,64,64,94,0,0,0,16211370.731569242,0,34.24903300681195,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.6346,-0.1254,0.4598,65,65,95,0,0,0,16211370.731569242,0,34.380344723844864,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5158,-0.539,1.1563999999999999,-0.1862,0.4066,-0.5472,65,65,95,0,0,0,16211370.731569242,0,34.380344723844864,73.99940598223328,360,9.600949515542721,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-0.5054,-0.2584,0.152,58,58,95,0,0,0,16211370.731569242,0,31.405163665925024,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-0.5662,-0.684,-0.76,58,58,95,0,0,0,16211370.731569242,0,31.405163665925024,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,0.228,-0.0418,0.2128,58,58,95,0,0,0,16211370.731569242,0,31.405163665925024,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1563999999999999,-0.7828,-0.5092,0.4902,65,65,97,0,0,0,16211370.731569242,0,33.82616175818527,73.99940598223328,360,9.610118051,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1563999999999999,0.5054,0.2356,-1.2502,65,65,97,0,0,0,16211370.731569242,0,33.82616175818527,73.99940598223328,360,9.610118051,,
1.74332E+12,0,9.5354,-0.5194,1.1368,0.2926,-0.0304,-0.0912,65,65,97,0,0,0,16211370.731569242,0,33.82616175818527,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-1.2654,0.3724,0.4636,60,60,94,0,0,0,16211370.731569242,0,32.55000349219339,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5292,1.1466,-0.3116,-0.38,0.5168,60,60,94,0,0,0,16211370.731569242,0,32.55000349219339,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,0.076,-1.3224,1.0298,62,62,96,0,0,0,16211370.731569242,0,32.855721950432994,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.361,-0.0114,0.0608,62,62,96,0,0,0,16211370.731569242,0,32.855721950432994,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.5354,-0.5292,1.1368,-0.3154,-0.0304,-1.5276,62,62,97,0,0,0,16211370.731569242,0,32.58570735391441,73.99940598223328,360,9.617495518,,
1.74332E+12,0,9.5354,-0.5292,1.1466,0.2014,-0.1672,-0.0988,62,62,97,0,0,0,16211370.731569242,0,32.58570735391441,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5194,1.1563999999999999,0.0988,0.5472,-0.2052,55,55,96,0,0,0,16211370.731569242,0,29.809114206706525,73.99940598223328,360,9.619297816368926,,
1.74332E+12,0,9.5354,-0.5194,1.1563999999999999,0.0266,-0.3116,0.0456,55,55,96,0,0,0,16211370.731569242,0,29.809114206706525,73.99940598223328,360,9.619297816368926,,
1.74332E+12,0,9.5354,-0.5194,1.127,-0.0418,0.0912,-1.026,55,55,96,0,0,0,16211370.731569242,0,29.809114206706525,73.99940598223328,360,9.615807741422453,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.1178,-0.5092,0.1558,64,64,99,0,0,0,16211370.731569242,0,32.881239665274805,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.1482,0.0456,0.4674,64,64,99,0,0,0,16211370.731569242,0,32.881239665274805,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1563999999999999,0.551,0.1102,-0.4104,57,57,100,0,0,0,16211370.731569242,0,29.683140179123306,73.99940598223328,360,9.610118051,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,0.3952,-0.0152,-1.2198,57,57,100,0,0,0,16211370.731569242,0,29.683140179123306,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,-0.7448,-0.4446,-0.1444,62,62,94,0,0,0,16211370.731569242,0,33.40782458970892,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,-0.1102,-0.6536,0.5206,62,62,94,0,0,0,16211370.731569242,0,33.40782458970892,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.2736,-0.133,0.8398,62,62,94,0,0,0,16211370.731569242,0,33.40782458970892,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,0.114,0.3306,-0.6992,61,61,92,0,0,0,16211370.731569242,0,33.54610858390779,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1368,0.0646,0.2888,-0.6536,61,61,92,0,0,0,16211370.731569242,0,33.54610858390779,73.99940598223328,360,9.607244451974768,,
1.74332E+12,0,9.5354,-0.5292,1.1466,0.2546,-0.5054,-0.3648,56,56,89,0,0,0,16211370.731569242,0,32.17865620660107,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5292,1.1466,-0.0532,-1.0488,0.3002,56,56,89,0,0,0,16211370.731569242,0,32.17865620660107,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5292,1.1368,0.19,-0.19,0.4598,56,56,89,0,0,0,16211370.731569242,0,32.17865620660107,73.99940598223328,360,9.617495518,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.1482,-0.019,-0.4902,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.0912,-0.5244,0.1406,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,-0.4864,-0.1026,0.3002,63,63,90,0,0,0,16211370.731569242,0,34.99202019855866,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,-0.152,-0.0456,-0.76,63,63,90,0,0,0,16211370.731569242,0,34.99202019855866,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-0.2774,-0.8208,0.6194,63,63,90,0,0,0,16211370.731569242,0,34.99202019855866,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-1.3946,0.19,0.8702,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,0.1482,-0.228,-0.0874,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5354,-0.5292,1.1466,0.38,-0.3268,0.437,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5292,1.1466,-0.0038,-0.7144,0.2888,60,60,91,0,0,0,16211370.731569242,0,33.39848846798724,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5292,1.1368,-0.266,-1.1514,0.0722,60,60,91,0,0,0,16211370.731569242,0,33.39848846798724,73.99940598223328,360,9.617495518,,
1.74332E+12,0,9.5354,-0.5292,1.1368,0.1596,-0.2128,-0.798,52,52,91,0,0,0,16211370.731569242,0,29.744881296942218,73.99940598223328,360,9.617495518,,
1.74332E+12,0,9.5354,-0.5096,1.1466,0,-0.342,0.0114,52,52,91,0,0,0,16211370.731569242,0,29.744881296942218,73.99940598223328,360,9.617600370154708,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.1178,-0.8018,-0.2546,52,52,91,0,0,0,16211370.731569242,0,29.744881296942218,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.722,-0.7068,0.3724,55,55,91,0,0,0,16211370.731569242,0,31.14858099,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5292,1.1466,-0.4408,-0.4066,-0.0684,55,55,91,0,0,0,16211370.731569242,0,31.14858099,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.4142,-0.3344,0.2774,61,61,91,0,0,0,16211370.731569242,0,33.835119822451404,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.1102,0.456,0.1976,61,61,91,0,0,0,16211370.731569242,0,33.835119822451404,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1368,-1.5124,-0.5092,-0.0076,61,61,91,0,0,0,16211370.731569242,0,33.835119822451404,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,0.4864,-0.1026,-0.5624,59,59,90,0,0,0,16211370.731569242,0,33.24706774933585,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.1216,-0.285,-0.4256,59,59,90,0,0,0,16211370.731569242,0,33.24706774933585,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,0.2964,0.0646,-0.4446,59,59,90,0,0,0,16211370.731569242,0,33.24706774933585,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.5054,-0.0114,0.0608,59,59,92,0,0,0,16211370.731569242,0,32.67222929,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1368,0.2774,0.2964,-0.3496,59,59,92,0,0,0,16211370.731569242,0,32.67222929,73.99940598223328,360,9.607244451974768,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1368,0.665,-0.0152,-1.2426,66,66,93,0,0,0,16211370.731569242,0,35.362461887069045,73.99940598223328,360,9.607244451974768,,
1.74332E+12,0,9.5452,-0.5194,1.1368,-0.4256,-0.057,0.1596,66,66,93,0,0,0,16211370.731569242,0,35.362461887069045,73.99940598223328,360,9.626678224600631,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.3952,0.5814,-0.7144,69,69,91,0,0,0,16211370.731569242,0,37.170923489940385,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.0874,-0.1976,0.5054,69,69,91,0,0,0,16211370.731569242,0,37.170923489940385,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.3686,0.2394,-0.4636,69,69,91,0,0,0,16211370.731569242,0,37.170923489940385,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5096,1.1466,0.0988,-0.0266,0.5054,62,62,93,0,0,0,16211370.731569242,0,33.690067525979785,73.99940598223328,360,9.607884215,,
1.74332E+12,0,9.5354,-0.5096,1.1466,-0.513,0.589,-0.1292,62,62,93,0,0,0,16211370.731569242,0,33.690067525979785,73.99940598223328,360,9.617600370154708,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.4522,-0.342,-0.19,62,62,92,0,0,0,16211370.731569242,0,33.97654403625686,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1368,-0.1976,-0.1482,0.722,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.607779256415084,,
1.74332E+12,0,9.5354,-0.5292,1.1368,0.4256,-0.4066,0.2242,60,60,92,0,0,0,16211370.731569242,0,33.11134196037202,73.99940598223328,360,9.617495518,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,-0.1482,-0.2204,-0.0342,57,57,92,0,0,0,16211370.731569242,0,31.780915092983413,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,-0.0418,-0.4294,-0.2204,57,57,92,0,0,0,16211370.731569242,0,31.780915092983413,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1563999999999999,0.0228,0.7524,-1.1134,62,62,96,0,0,0,16211370.731569242,0,32.855721950432994,73.99940598223328,360,9.609583377025249,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.3116,-0.8664,0.7068,62,62,96,0,0,0,16211370.731569242,0,32.855721950432994,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.2394,0.1482,-0.247,62,62,96,0,0,0,16211370.731569242,0,32.855721950432994,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.8626,-0.0646,1.0108,63,63,92,0,0,0,16211370.731569242,0,34.402664854976436,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.2622,0.2888,0.2204,63,63,92,0,0,0,16211370.731569242,0,34.402664854976436,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.19,0.285,-0.2128,64,64,88,0,0,0,16211370.731569242,0,36.02737338510361,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5292,1.1466,0.3078,0.2128,-0.2014,64,64,88,0,0,0,16211370.731569242,0,36.02737338510361,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1368,-0.5966,-0.4408,0.1824,64,64,88,0,0,0,16211370.731569242,0,36.02737338510361,73.99940598223328,360,9.607779256415084,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1368,-0.8132,-0.1064,0.2128,52,52,92,0,0,0,16211370.731569242,0,29.475889003245747,73.99940598223328,360,9.607779256415084,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.1976,0.5244,-0.247,52,52,92,0,0,0,16211370.731569242,0,29.475889003245747,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5354,-0.5194,1.1466,-0.1938,0.3382,-1.0716,63,63,90,0,0,0,16211370.731569242,0,34.99202019855866,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.5354,-0.5194,1.1466,0.6422,0.2394,-0.4218,63,63,90,0,0,0,16211370.731569242,0,34.99202019855866,73.99940598223328,360,9.618124613457656,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,-0.4598,0.1482,-0.589,63,63,90,0,0,0,16211370.731569242,0,34.99202019855866,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.525599999999999,-0.5194,1.1466,0.0152,-0.1292,-0.7372,59,59,91,0,0,0,16211370.731569242,0,32.957424857115015,73.99940598223328,360,9.608408987964657,,
1.74332E+12,0,9.5354,-0.5292,1.1466,0.0076,-0.3838,-0.4674,59,59,91,0,0,0,16211370.731569242,0,32.957424857115015,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5292,1.1466,0.4484,0.095,-0.57,59,59,91,0,0,0,16211370.731569242,0,32.957424857115015,73.99940598223328,360,9.618658813,,
1.74332E+12,0,9.5354,-0.5194,1.1368,0.0304,-0.7486,-0.1178,68,68,92,0,0,0,16211370.731569242,0,36.46923439005186,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,0.1368,-0.3952,0.5814,68,68,92,0,0,0,16211370.731569242,0,36.46923439005186,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.5354,-0.5194,1.1368,0.3116,0.5662,0.8056,56,56,90,0,0,0,16211370.731569242,0,31.890791801845708,73.99940598223328,360,9.616961253951269,,
1.74332E+12,0,9.525599999999999,-0.5292,1.1466,0.7106,0.3306,-0.2622,56,56,90,0,0,0,16211370.731569242,0,31.890791801845708,73.99940598223328,360,9.608943727590457,,
1.74332E+12,0,9.5354,-0.5292,1.1466,-0.6764,0.3192,-0.3306,56,56,90,0,0,0,16211370.731569242,0,31.890791801845708,73.99940598223328,360,9.618658813,,
